__row,Source,Kind Code,Document ID,raw_number,norm_number,Date Published,Filing Date
303,US-PGPUB,A1,US 20230158752 A1,20230158752,20230158752,2023-05-25,2022-10-17
304,USPAT,B2,US 11833762 B2,11833762,11833762,2023-12-05,2022-10-17
305,US-PGPUB,A1,US 20230152062 A1,20230152062,20230152062,2023-05-18,2023-01-18
306,USPAT,B1,US 11645877 B1,11645877,11645877,2023-05-09,2022-07-27
307,US-PGPUB,A1,US 20240037996 A1,20240037996,20240037996,2024-02-01,2023-04-28
308,USPAT,B2,US 12205415 B2,12205415,12205415,2025-01-21,2023-04-28
309,US-PGPUB,A1,US 20230128262 A1,20230128262,20230128262,2023-04-27,2021-10-26
310,US-PGPUB,A1,US 20230129831 A1,20230129831,20230129831,2023-04-27,2021-10-26
311,US-PGPUB,A1,US 20230119984 A1,20230119984,20230119984,2023-04-20,2021-10-16
312,US-PGPUB,A1,US 20230104767 A1,20230104767,20230104767,2023-04-06,2021-03-05
313,US-PGPUB,A1,US 20230108669 A1,20230108669,20230108669,2023-04-06,2022-10-31
314,USPAT,B2,US 12252899 B2,12252899,12252899,2025-03-18,2022-10-31
315,US-PGPUB,A1,US 20230099502 A1,20230099502,20230099502,2023-03-30,2021-09-27
316,USPAT,B2,US 12602597 B2,12602597,12602597,2026-04-14,2021-09-27
317,US-PGPUB,A1,US 20230101955 A1,20230101955,20230101955,2023-03-30,2021-09-27
318,USPAT,B2,US 12639620 B2,12639620,12639620,2026-05-26,2021-09-27
319,US-PGPUB,A1,US 20230091883 A1,20230091883,20230091883,2023-03-23,2022-09-15
320,US-PGPUB,A1,US 20230071119 A1,20230071119,20230071119,2023-03-09,2021-09-03
321,US-PGPUB,A1,US 20230068694 A1,20230068694,20230068694,2023-03-02,2021-02-03
322,US-PGPUB,A1,US 20230061522 A1,20230061522,20230061522,2023-03-02,2022-08-26
323,US-PGPUB,A1,US 20230065791 A1,20230065791,20230065791,2023-03-02,2021-08-30
324,USPAT,B2,US 12143894 B2,12143894,12143894,2024-11-12,2021-08-30
325,US-PGPUB,A1,US 20230063986 A1,20230063986,20230063986,2023-03-02,2022-08-30
326,USPAT,B2,US 12422158 B2,12422158,12422158,2025-09-23,2022-08-30
327,USPAT,B1,US 11594021 B1,11594021,11594021,2023-02-28,2022-08-26
328,US-PGPUB,A1,US 20230050192 A1,20230050192,20230050192,2023-02-16,2021-07-30
329,US-PGPUB,A1,US 20230051111 A1,20230051111,20230051111,2023-02-16,2021-08-11
330,USPAT,B2,US 12214806 B2,12214806,12214806,2025-02-04,2021-08-11
331,US-PGPUB,A1,US 20230038457 A1,20230038457,20230038457,2023-02-09,2020-12-23
332,US-PGPUB,A1,US 20230039822 A1,20230039822,20230039822,2023-02-09,2021-08-04
333,USPAT,B2,US 11689412 B2,11689412,11689412,2023-06-27,2021-08-04
334,US-PGPUB,A1,US 20230044197 A1,20230044197,20230044197,2023-02-09,2021-08-04
335,USPAT,B2,US 12141759 B2,12141759,12141759,2024-11-12,2021-08-04
336,USPAT,B1,US 11573005 B1,11573005,11573005,2023-02-07,2022-06-02
337,US-PGPUB,A1,US 20230024877 A1,20230024877,20230024877,2023-01-26,2021-07-20
338,USPAT,B2,US 11769381 B2,11769381,11769381,2023-09-26,2021-07-20
339,US-PGPUB,A1,US 20230021828 A1,20230021828,20230021828,2023-01-26,2022-05-24
340,US-PGPUB,A1,US 20230017059 A1,20230017059,20230017059,2023-01-19,2021-07-15
341,USPAT,B2,US 11626002 B2,11626002,11626002,2023-04-11,2021-07-15
342,US-PGPUB,A1,US 20230119146 A1,20230119146,20230119146,2023-04-20,2022-12-06
343,USPAT,B2,US 11875661 B2,11875661,11875661,2024-01-16,2022-12-06
344,US-PGPUB,A1,US 20240087441 A1,20240087441,20240087441,2024-03-14,2023-11-14
345,USPAT,B2,US 12223819 B2,12223819,12223819,2025-02-11,2023-11-14
346,US-PGPUB,A1,US 20230015540 A1,20230015540,20230015540,2023-01-19,2022-01-25
347,US-PGPUB,A1,US 20230008829 A1,20230008829,20230008829,2023-01-12,2021-08-11
348,USPAT,B2,US 11858121 B2,11858121,11858121,2024-01-02,2021-08-11
349,US-PGPUB,A1,US 20220410370 A1,20220410370,20220410370,2022-12-29,2022-08-31
350,USPAT,B1,US 11554479 B1,11554479,11554479,2023-01-17,2022-08-31
351,US-PGPUB,A1,US 20220404825 A1,20220404825,20220404825,2022-12-22,2020-07-27
352,US-PGPUB,A1,US 20220398932 A1,20220398932,20220398932,2022-12-15,2021-06-09
353,USPAT,B2,US 11955020 B2,11955020,11955020,2024-04-09,2021-06-09
354,US-PGPUB,A1,US 20220388505 A1,20220388505,20220388505,2022-12-08,2020-09-25
355,USPAT,B2,US 12509071 B2,12509071,12509071,2025-12-30,2020-09-25
356,US-PGPUB,A1,US 20220386197 A1,20220386197,20220386197,2022-12-01,2022-08-08
357,USPAT,B2,US 11805461 B2,11805461,11805461,2023-10-31,2022-08-08
358,US-PGPUB,A1,US 20220383436 A1,20220383436,20220383436,2022-12-01,2022-04-12
359,USPAT,B2,US 12456154 B2,12456154,12456154,2025-10-28,2022-04-12
360,US-PGPUB,A1,US 20220375337 A1,20220375337,20220375337,2022-11-24,2022-06-14
361,US-PGPUB,A1,US 20220375336 A1,20220375336,20220375336,2022-11-24,2022-06-14
362,US-PGPUB,A1,US 20220375335 A1,20220375335,20220375335,2022-11-24,2022-06-14
363,US-PGPUB,A1,US 20250252849 A1,20250252849,20250252849,2025-08-07,2025-03-26
364,US-PGPUB,A1,US 20220364755 A1,20220364755,20220364755,2022-11-17,2022-07-27
365,USPAT,B2,US 11770020 B2,11770020,11770020,2023-09-26,2022-07-27
366,USPAT,B1,US 11493939 B1,11493939,11493939,2022-11-08,2020-03-16
367,US-PGPUB,A1,US 20220345667 A1,20220345667,20220345667,2022-10-27,2021-11-18
368,USPAT,B2,US 11812196 B2,11812196,11812196,2023-11-07,2021-11-18
369,US-PGPUB,A1,US 20220343642 A1,20220343642,20220343642,2022-10-27,2020-06-08
370,USPAT,B2,US 11881015 B2,11881015,11881015,2024-01-23,2020-06-08
371,US-PGPUB,A1,US 20220315072 A1,20220315072,20220315072,2022-10-06,2020-10-19
372,USPAT,B2,US 11993298 B2,11993298,11993298,2024-05-28,2020-10-19
373,US-PGPUB,A1,US 20220316739 A1,20220316739,20220316739,2022-10-06,2022-03-24
374,USPAT,B2,US 11920814 B2,11920814,11920814,2024-03-05,2022-03-24
375,US-PGPUB,A1,US 20220308554 A1,20220308554,20220308554,2022-09-29,2021-03-24
376,USPAT,B2,US 12061459 B2,12061459,12061459,2024-08-13,2021-03-24
377,US-PGPUB,A1,US 20220292240 A1,20220292240,20220292240,2022-09-15,2022-03-17
378,US-PGPUB,A1,US 20220327264 A1,20220327264,20220327264,2022-10-13,2022-06-29
379,USPAT,B2,US 11714940 B2,11714940,11714940,2023-08-01,2022-06-29
380,USPAT,B2,US 11797733 B2,11797733,11797733,2023-10-24,2022-03-17
381,US-PGPUB,A1,US 20240078359 A1,20240078359,20240078359,2024-03-07,2023-06-16
382,USPAT,B2,US 12462080 B2,12462080,12462080,2025-11-04,2023-06-16
383,US-PGPUB,A1,US 20220292619 A1,20220292619,20220292619,2022-09-15,2022-05-31
384,USPAT,B2,US 12586140 B2,12586140,12586140,2026-03-24,2022-05-31
385,US-PGPUB,A1,US 20220282820 A1,20220282820,20220282820,2022-09-08,2022-03-03
386,USPAT,B2,US 11466805 B2,11466805,11466805,2022-10-11,2022-03-03
387,USPAT,B1,US 11436777 B1,11436777,11436777,2022-09-06,2021-02-05
388,US-PGPUB,A1,US 20230044469 A1,20230044469,20230044469,2023-02-09,2022-08-01
389,USPAT,B2,US 11769285 B2,11769285,11769285,2023-09-26,2022-08-01
390,US-PGPUB,A1,US 20220274707 A1,20220274707,20220274707,2022-09-01,2020-08-13
391,US-PGPUB,A1,US 20220278728 A1,20220278728,20220278728,2022-09-01,2022-05-19
392,USPAT,B2,US 12250044 B2,12250044,12250044,2025-03-11,2022-05-19
393,US-PGPUB,A1,US 20220274019 A1,20220274019,20220274019,2022-09-01,2021-06-21
394,US-PGPUB,A1,US 20220362671 A1,20220362671,20220362671,2022-11-17,2022-07-29
395,USPAT,B2,US 11583770 B2,11583770,11583770,2023-02-21,2021-06-21
396,USPAT,B2,US 11850515 B2,11850515,11850515,2023-12-26,2022-07-29
397,US-PGPUB,A1,US 20240082720 A1,20240082720,20240082720,2024-03-14,2023-11-14
398,USPAT,B2,US 12214283 B2,12214283,12214283,2025-02-04,2023-11-14
399,US-PGPUB,A1,US 20220267002 A1,20220267002,20220267002,2022-08-25,2020-08-13
400,US-PGPUB,A1,US 20220266882 A1,20220266882,20220266882,2022-08-25,2020-06-12
401,USPAT,B2,US 12365374 B2,12365374,12365374,2025-07-22,2020-06-12
402,US-PGPUB,A1,US 20220264255 A1,20220264255,20220264255,2022-08-18,2022-02-07
403,USPAT,B1,US 11415425 B1,11415425,11415425,2022-08-16,2021-09-14
404,USPAT,B1,US 11416369 B1,11416369,11416369,2022-08-16,2020-12-18
405,US-PGPUB,A1,US 20220391300 A1,20220391300,20220391300,2022-12-08,2022-08-15
406,USPAT,B2,US 11940894 B2,11940894,11940894,2024-03-26,2022-08-15
407,US-PGPUB,A1,US 20220251809 A1,20220251809,20220251809,2022-08-11,2020-05-12
408,USPAT,B2,US 12644259 B2,12644259,12644259,2026-06-02,2020-05-12
409,US-PGPUB,A1,US 20220254249 A1,20220254249,20220254249,2022-08-11,2020-07-02
410,US-PGPUB,A1,US 20220244127 A1,20220244127,20220244127,2022-08-04,2020-08-05
411,USPAT,B2,US 12130204 B2,12130204,12130204,2024-10-29,2020-08-05
412,US-PGPUB,A1,US 20220248203 A1,20220248203,20220248203,2022-08-04,2021-01-29
413,USPAT,B2,US 11818640 B2,11818640,11818640,2023-11-14,2021-01-29
414,USPAT,B1,US 11393114 B1,11393114,11393114,2022-07-19,2018-11-08
415,USPAT,B1,US 12307698 B1,12307698,12307698,2025-05-20,2022-06-16
416,US-PGPUB,A1,US 20220207135 A1,20220207135,20220207135,2022-06-30,2021-10-04
417,US-PGPUB,A1,US 20220187076 A1,20220187076,20220187076,2022-06-16,2020-12-11
418,US-PGPUB,A1,US 20220188697 A1,20220188697,20220188697,2022-06-16,2021-01-22
419,USPAT,B2,US 12124926 B2,12124926,12124926,2024-10-22,2021-01-22
420,US-PGPUB,A1,US 20220183261 A1,20220183261,20220183261,2022-06-16,2021-12-15
421,USPAT,B2,US 11696571 B2,11696571,11696571,2023-07-11,2021-12-15
422,US-PGPUB,A1,US 20230320331 A1,20230320331,20230320331,2023-10-12,2023-05-30
423,USPAT,B2,US 12389886 B2,12389886,12389886,2025-08-19,2023-05-30
424,US-PGPUB,A1,US 20220176976 A1,20220176976,20220176976,2022-06-09,2019-12-10
425,USPAT,B2,US 11981337 B2,11981337,11981337,2024-05-14,2019-12-10
426,US-PGPUB,A1,US 20220170696 A1,20220170696,20220170696,2022-06-02,2021-11-26
427,USPAT,B1,US 11348464 B1,11348464,11348464,2022-05-31,2022-01-11
428,US-PGPUB,A1,US 20220164327 A1,20220164327,20220164327,2022-05-26,2021-04-02
429,USPAT,B2,US 11880347 B2,11880347,11880347,2024-01-23,2021-04-02
430,US-PGPUB,A1,US 20240111739 A1,20240111739,20240111739,2024-04-04,2023-12-08
431,USPAT,B2,US 12579120 B2,12579120,12579120,2026-03-17,2023-12-08
432,US-PGPUB,A1,US 20220154430 A1,20220154430,20220154430,2022-05-19,2020-03-04
433,USPAT,B2,US 12012728 B2,12012728,12012728,2024-06-18,2020-03-04
434,US-PGPUB,A1,US 20220157135 A1,20220157135,20220157135,2022-05-19,2020-03-18
435,USPAT,B2,US 12020558 B2,12020558,12020558,2024-06-25,2020-03-18
436,US-PGPUB,A1,US 20220138970 A1,20220138970,20220138970,2022-05-05,2021-12-16
437,USPAT,B2,US 11593952 B2,11593952,11593952,2023-02-28,2021-11-04
438,US-PGPUB,A1,US 20220130145 A1,20220130145,20220130145,2022-04-28,2022-01-03
439,USPAT,B2,US 11935288 B2,11935288,11935288,2024-03-19,2022-01-03
440,US-PGPUB,A1,US 20240355117 A1,20240355117,20240355117,2024-10-24,2024-02-12
441,US-PGPUB,A1,US 20220119005 A1,20220119005,20220119005,2022-04-21,2020-10-21
442,USPAT,B2,US 11807278 B2,11807278,11807278,2023-11-07,2020-10-21
443,US-PGPUB,A1,US 20220100594 A1,20220100594,20220100594,2022-03-31,2021-08-19
444,US-PGPUB,A1,US 20220101507 A1,20220101507,20220101507,2022-03-31,2021-09-27
445,USPAT,B2,US 12632950 B2,12632950,12632950,2026-05-19,2021-09-27
446,US-PGPUB,A1,US 20220089152 A1,20220089152,20220089152,2022-03-24,2021-09-15
447,USPAT,B2,US 11932244 B2,11932244,11932244,2024-03-19,2021-09-15
448,US-PGPUB,A1,US 20220092856 A1,20220092856,20220092856,2022-03-24,2020-09-22
449,USPAT,B2,US 12347038 B2,12347038,12347038,2025-07-01,2020-09-22
450,US-PGPUB,A1,US 20220082717 A1,20220082717,20220082717,2022-03-17,2020-01-29
451,US-PGPUB,A1,US 20220076554 A1,20220076554,20220076554,2022-03-10,2020-09-08
452,US-PGPUB,A1,US 20220058573 A1,20220058573,20220058573,2022-02-24,2021-03-22
453,USPAT,B2,US 11853953 B2,11853953,11853953,2023-12-26,2021-03-22
454,US-PGPUB,A1,US 20220052915 A1,20220052915,20220052915,2022-02-17,2019-09-11
455,USPAT,B2,US 12101223 B2,12101223,12101223,2024-09-24,2019-09-11
456,US-PGPUB,A1,US 20240422055 A1,20240422055,20240422055,2024-12-19,2024-08-26
457,US-PGPUB,A1,US 20220051543 A1,20220051543,20220051543,2022-02-17,2021-08-17
458,US-PGPUB,A1,US 20220044567 A1,20220044567,20220044567,2022-02-10,2020-08-10
459,US-PGPUB,A1,US 20220036319 A1,20220036319,20220036319,2022-02-03,2020-07-28
460,US-PGPUB,A1,US 20220028054 A1,20220028054,20220028054,2022-01-27,2021-07-01
461,USPAT,B2,US 12118703 B2,12118703,12118703,2024-10-15,2021-07-01
462,US-PGPUB,A1,US 20240428391 A1,20240428391,20240428391,2024-12-26,2024-05-28
463,US-PGPUB,A1,US 20220012918 A1,20220012918,20220012918,2022-01-13,2020-07-09
464,USPAT,B2,US 11302034 B2,11302034,11302034,2022-04-12,2020-07-09
465,US-PGPUB,A1,US 20220004190 A1,20220004190,20220004190,2022-01-06,2019-11-29
466,US-PGPUB,A1,US 20220003524 A1,20220003524,20220003524,2022-01-06,2021-09-22
467,USPAT,B1,US 11216663 B1,11216663,11216663,2022-01-04,2020-12-01
468,US-PGPUB,A1,US 20210404123 A1,20210404123,20210404123,2021-12-30,2019-11-27
469,USPAT,B2,US 11293146 B2,11293146,11293146,2022-04-05,2019-11-27
470,US-PGPUB,A1,US 20210389257 A1,20210389257,20210389257,2021-12-16,2020-09-30
471,USPAT,B2,US 12031922 B2,12031922,12031922,2024-07-09,2020-09-30
472,US-PGPUB,A1,US 20210390280 A1,20210390280,20210390280,2021-12-16,2020-06-15
473,USPAT,B2,US 11361537 B2,11361537,11361537,2022-06-14,2020-06-15
474,US-PGPUB,A1,US 20210390427 A1,20210390427,20210390427,2021-12-16,2020-06-15
475,USPAT,B2,US 11636359 B2,11636359,11636359,2023-04-25,2020-06-15
476,US-PGPUB,A1,US 20210390790 A1,20210390790,20210390790,2021-12-16,2021-03-23
477,USPAT,B2,US 11410404 B2,11410404,11410404,2022-08-09,2021-03-23
478,US-PGPUB,A1,US 20220335702 A1,20220335702,20220335702,2022-10-20,2022-07-06
479,US-PGPUB,A1,US 20240013496 A1,20240013496,20240013496,2024-01-11,2023-04-27
480,US-PGPUB,A1,US 20210392147 A1,20210392147,20210392147,2021-12-16,2020-06-16
481,USPAT,B2,US 11785022 B2,11785022,11785022,2023-10-10,2020-06-16
482,US-PGPUB,A1,US 20210366296 A1,20210366296,20210366296,2021-11-25,2019-06-29
483,USPAT,B2,US 11443642 B2,11443642,11443642,2022-09-13,2019-06-29
484,US-PGPUB,A1,US 20210340856 A1,20210340856,20210340856,2021-11-04,2020-05-01
485,USPAT,B2,US 11655701 B2,11655701,11655701,2023-05-23,2020-05-01
486,US-PGPUB,A1,US 20210343158 A1,20210343158,20210343158,2021-11-04,2020-04-30
487,USPAT,B2,US 11514798 B2,11514798,11514798,2022-11-29,2020-04-30
488,US-PGPUB,A1,US 20210325070 A1,20210325070,20210325070,2021-10-21,2021-04-14
489,USPAT,B2,US 12449151 B2,12449151,12449151,2025-10-21,2021-04-14
490,US-PGPUB,A1,US 20210325191 A1,20210325191,20210325191,2021-10-21,2017-04-07
491,US-PGPUB,A1,US 20210309361 A1,20210309361,20210309361,2021-10-07,2019-08-15
492,US-PGPUB,A1,US 20210312406 A1,20210312406,20210312406,2021-10-07,2020-04-07
493,USPAT,B2,US 12051047 B2,12051047,12051047,2024-07-30,2020-04-07
494,US-PGPUB,A1,US 20210302949 A1,20210302949,20210302949,2021-09-30,2021-05-03
495,USPAT,B2,US 11360464 B2,11360464,11360464,2022-06-14,2021-05-03
496,US-PGPUB,A1,US 20210304114 A1,20210304114,20210304114,2021-09-30,2019-10-30
497,US-PGPUB,A1,US 20210307057 A1,20210307057,20210307057,2021-09-30,2021-03-30
498,USPAT,B2,US 11924843 B2,11924843,11924843,2024-03-05,2021-03-30
499,US-PGPUB,A1,US 20240205933 A1,20240205933,20240205933,2024-06-20,2024-02-28
500,US-PGPUB,A1,US 20210298122 A1,20210298122,20210298122,2021-09-23,2020-03-20
501,US-PGPUB,A1,US 20210278849 A1,20210278849,20210278849,2021-09-09,2018-09-28
502,USPAT,B2,US 11561546 B2,11561546,11561546,2023-01-24,2018-09-28
503,US-PGPUB,A1,US 20210278478 A1,20210278478,20210278478,2021-09-09,2021-01-28
504,USPAT,B2,US 11656298 B2,11656298,11656298,2023-05-23,2021-01-28
505,US-PGPUB,A1,US 20210279657 A1,20210279657,20210279657,2021-09-09,2021-02-17
506,US-PGPUB,A1,US 20210263514 A1,20210263514,20210263514,2021-08-26,2020-08-28
507,USPAT,B2,US 11586201 B2,11586201,11586201,2023-02-21,2020-08-28
508,US-PGPUB,A1,US 20210253271 A1,20210253271,20210253271,2021-08-19,2019-06-26
509,USPAT,B2,US 12227304 B2,12227304,12227304,2025-02-18,2019-06-26
510,US-PGPUB,A1,US 20210256685 A1,20210256685,20210256685,2021-08-19,2021-01-28
511,USPAT,B2,US 11790509 B2,11790509,11790509,2023-10-17,2021-01-28
512,US-PGPUB,A1,US 20210255917 A1,20210255917,20210255917,2021-08-19,2021-02-12
513,USPAT,B2,US 11822423 B2,11822423,11822423,2023-11-21,2021-02-12
514,US-PGPUB,A1,US 20240045756 A1,20240045756,20240045756,2024-02-08,2023-10-23
515,US-PGPUB,A1,US 20210239818 A1,20210239818,20210239818,2021-08-05,2021-03-31
516,USPAT,B2,US 11726194 B2,11726194,11726194,2023-08-15,2021-03-31
517,US-PGPUB,A1,US 20210237725 A1,20210237725,20210237725,2021-08-05,2021-01-27
518,USPAT,B2,US 11654903 B2,11654903,11654903,2023-05-23,2021-01-27
519,US-PGPUB,A1,US 20210241182 A1,20210241182,20210241182,2021-08-05,2020-02-05
520,US-PGPUB,A1,US 20210233381 A1,20210233381,20210233381,2021-07-29,2020-01-13
521,US-PGPUB,A1,US 20210231254 A1,20210231254,20210231254,2021-07-29,2021-04-12
522,USPAT,B2,US 11306857 B2,11306857,11306857,2022-04-19,2021-04-12
523,US-PGPUB,A1,US 20210232800 A1,20210232800,20210232800,2021-07-29,2021-01-19
524,USPAT,B2,US 11714878 B2,11714878,11714878,2023-08-01,2021-01-19
525,US-PGPUB,A1,US 20240126839 A1,20240126839,20240126839,2024-04-18,2023-06-16
526,USPAT,B2,US 12130890 B2,12130890,12130890,2024-10-29,2023-06-16
527,US-PGPUB,A1,US 20210197851 A1,20210197851,20210197851,2021-07-01,2020-08-20
528,US-PGPUB,A1,US 20210187761 A1,20210187761,20210187761,2021-06-24,2020-12-23
529,USPAT,B1,US 11037024 B1,11037024,11037024,2021-06-15,2019-11-29
530,US-PGPUB,A1,US 20210173414 A1,20210173414,20210173414,2021-06-10,2020-11-21
531,USPAT,B2,US 11874676 B2,11874676,11874676,2024-01-16,2020-11-21
532,US-PGPUB,A1,US 20240288872 A1,20240288872,20240288872,2024-08-29,2023-12-07
533,USPAT,B2,US 12353222 B2,12353222,12353222,2025-07-08,2023-12-07
534,US-PGPUB,A1,US 20210164348 A1,20210164348,20210164348,2021-06-03,2020-11-24
535,USPAT,B2,US 11359492 B2,11359492,11359492,2022-06-14,2020-11-24
536,US-PGPUB,A1,US 20210157012 A1,20210157012,20210157012,2021-05-27,2018-08-29
537,USPAT,B2,US 11513233 B2,11513233,11513233,2022-11-29,2018-08-29
538,US-PGPUB,A1,US 20210158207 A1,20210158207,20210158207,2021-05-27,2019-11-26
539,USPAT,B2,US 11710085 B2,11710085,11710085,2023-07-25,2019-11-26
540,US-PGPUB,A1,US 20230316166 A1,20230316166,20230316166,2023-10-05,2023-05-31
541,USPAT,B2,US 12124979 B2,12124979,12124979,2024-10-22,2023-05-31
542,US-PGPUB,A1,US 20210146631 A1,20210146631,20210146631,2021-05-20,2020-11-13
543,USPAT,B2,US 11511493 B2,11511493,11511493,2022-11-29,2020-11-13
544,US-PGPUB,A1,US 20210151202 A1,20210151202,20210151202,2021-05-20,2020-11-20
545,US-PGPUB,A1,US 20210140181 A1,20210140181,20210140181,2021-05-13,2019-11-13
546,USPAT,B2,US 11719005 B2,11719005,11719005,2023-08-08,2019-11-13
547,US-PGPUB,A1,US 20210123965 A1,20210123965,20210123965,2021-04-29,2019-02-09
548,US-PGPUB,A1,US 20210117716 A1,20210117716,20210117716,2021-04-22,2020-09-28
549,USPAT,B2,US 11521026 B2,11521026,11521026,2022-12-06,2020-09-28
550,US-PGPUB,A1,US 20210114219 A1,20210114219,20210114219,2021-04-22,2020-10-14
551,USPAT,B2,US 11738461 B2,11738461,11738461,2023-08-29,2020-10-14
552,US-PGPUB,A1,US 20240091946 A1,20240091946,20240091946,2024-03-21,2023-06-20
553,US-PGPUB,A1,US 20210115368 A1,20210115368,20210115368,2021-04-22,2020-10-16
554,USPAT,B2,US 11959057 B2,11959057,11959057,2024-04-16,2020-10-16
555,US-PGPUB,A1,US 20210101679 A1,20210101679,20210101679,2021-04-08,2020-09-28
556,US-PGPUB,A1,US 20210103282 A1,20210103282,20210103282,2021-04-08,2020-10-02
557,USPAT,B2,US 12056917 B2,12056917,12056917,2024-08-06,2020-10-02
558,US-PGPUB,A1,US 20240395026 A1,20240395026,20240395026,2024-11-28,2024-07-31
559,US-PGPUB,A1,US 20210099870 A1,20210099870,20210099870,2021-04-01,2020-09-28
560,USPAT,B2,US 12089038 B2,12089038,12089038,2024-09-10,2020-09-28
561,US-PGPUB,A1,US 20210086765 A1,20210086765,20210086765,2021-03-25,2020-09-11
562,US-PGPUB,A1,US 20210086788 A1,20210086788,20210086788,2021-03-25,2020-08-27
563,USPAT,B2,US 11938964 B2,11938964,11938964,2024-03-26,2020-08-27
564,US-PGPUB,A1,US 20210081899 A1,20210081899,20210081899,2021-03-18,2020-09-11
565,USPAT,B2,US 11481734 B2,11481734,11481734,2022-10-25,2020-09-11
566,US-PGPUB,A1,US 20210073692 A1,20210073692,20210073692,2021-03-11,2020-11-18
567,US-PGPUB,A1,US 20220108242 A1,20220108242,20220108242,2022-04-07,2021-10-21
568,USPAT,B2,US 11475385 B2,11475385,11475385,2022-10-18,2021-10-21
569,USPAT,B2,US 12443902 B2,12443902,12443902,2025-10-14,2020-11-18
570,US-PGPUB,A1,US 20250390821 A1,20250390821,20250390821,2025-12-25,2025-08-26
571,US-PGPUB,A1,US 20210049027 A1,20210049027,20210049027,2021-02-18,2019-08-14
572,USPAT,B2,US 11397606 B2,11397606,11397606,2022-07-26,2019-08-14
573,US-PGPUB,A1,US 20210044496 A1,20210044496,20210044496,2021-02-11,2019-08-05
574,USPAT,B2,US 11277317 B2,11277317,11277317,2022-03-15,2019-08-05
575,US-PGPUB,A1,US 20210044499 A1,20210044499,20210044499,2021-02-11,2019-08-05
576,USPAT,B2,US 11310126 B2,11310126,11310126,2022-04-19,2019-08-05
577,US-PGPUB,A1,US 20210031780 A1,20210031780,20210031780,2021-02-04,2019-08-01
578,USPAT,B2,US 11618455 B2,11618455,11618455,2023-04-04,2019-08-01
579,US-PGPUB,A1,US 20210027624 A1,20210027624,20210027624,2021-01-28,2019-03-15
580,US-PGPUB,A1,US 20210019873 A1,20210019873,20210019873,2021-01-21,2020-07-14
581,USPAT,B2,US 11620742 B2,11620742,11620742,2023-04-04,2020-07-14
582,US-PGPUB,A1,US 20210018205 A1,20210018205,20210018205,2021-01-21,2019-07-16
583,USPAT,B2,US 12270561 B2,12270561,12270561,2025-04-08,2019-07-16
584,US-PGPUB,A1,US 20200410250 A1,20200410250,20200410250,2020-12-31,2020-06-29
585,US-PGPUB,A1,US 20200399911 A1,20200399911,20200399911,2020-12-24,2020-06-19
586,USPAT,B2,US 12378783 B2,12378783,12378783,2025-08-05,2020-06-19
587,US-PGPUB,A1,US 20200401134 A1,20200401134,20200401134,2020-12-24,2019-06-19
588,US-PGPUB,A1,US 20200400483 A1,20200400483,20200400483,2020-12-24,2020-06-17
589,USPAT,B2,US 11448544 B2,11448544,11448544,2022-09-20,2020-06-17
590,US-PGPUB,A1,US 20200391061 A1,20200391061,20200391061,2020-12-17,2019-01-09
591,US-PGPUB,A1,US 20200394784 A1,20200394784,20200394784,2020-12-17,2020-06-17
592,USPAT,B2,US 11361423 B2,11361423,11361423,2022-06-14,2020-06-17
593,US-PGPUB,A1,US 20200378927 A1,20200378927,20200378927,2020-12-03,2017-06-14
594,US-PGPUB,A1,US 20200364995 A1,20200364995,20200364995,2020-11-19,2020-08-04
595,USPAT,B2,US 11158173 B2,11158173,11158173,2021-10-26,2020-08-04
596,US-PGPUB,A1,US 20200364034 A1,20200364034,20200364034,2020-11-19,2020-01-17
597,US-PGPUB,A1,US 20200349842 A1,20200349842,20200349842,2020-11-05,2019-01-22
598,USPAT,B2,US 11127295 B2,11127295,11127295,2021-09-21,2019-01-22
599,USPAT,B1,US 10825340 B1,10825340,10825340,2020-11-03,2017-11-17
600,US-PGPUB,A1,US 20210074152 A1,20210074152,20210074152,2021-03-11,2020-10-15
601,USPAT,B2,US 11710402 B2,11710402,11710402,2023-07-25,2020-10-15
602,US-PGPUB,A1,US 20230368662 A1,20230368662,20230368662,2023-11-16,2023-07-24
603,USPAT,B2,US 12190726 B2,12190726,12190726,2025-01-07,2023-07-24
604,US-PGPUB,A1,US 20200342767 A1,20200342767,20200342767,2020-10-29,2020-04-23
605,US-PGPUB,A1,US 20200316331 A1,20200316331,20200316331,2020-10-08,2020-03-31
606,USPAT,B2,US 11491296 B2,11491296,11491296,2022-11-08,2020-03-31
607,USPAT,B1,US 10778601 B1,10778601,10778601,2020-09-15,2014-12-23
608,US-PGPUB,A1,US 20200282564 A1,20200282564,20200282564,2020-09-10,2019-03-06
609,USPAT,B2,US 11534919 B2,11534919,11534919,2022-12-27,2019-03-06
610,US-PGPUB,A1,US 20230081270 A1,20230081270,20230081270,2023-03-16,2022-11-22
611,USPAT,B2,US 11969901 B2,11969901,11969901,2024-04-30,2022-11-22
612,US-PGPUB,A1,US 20200273352 A1,20200273352,20200273352,2020-08-27,2019-12-09
613,USPAT,B2,US 11288970 B2,11288970,11288970,2022-03-29,2019-12-09
614,US-PGPUB,A1,US 20220180757 A1,20220180757,20220180757,2022-06-09,2022-02-25
615,US-PGPUB,A1,US 20220189321 A1,20220189321,20220189321,2022-06-16,2022-02-25
