__row,Source,Kind Code,Document ID,raw_number,norm_number,Date Published,Filing Date
616,USPAT,B2,US 11514800 B2,11514800,11514800,2022-11-29,2022-02-25
617,USPAT,B2,US 11551563 B2,11551563,11551563,2023-01-10,2022-02-25
618,US-PGPUB,A1,US 20200260295 A1,20200260295,20200260295,2020-08-13,2019-02-11
619,USPAT,B2,US 10834610 B2,10834610,10834610,2020-11-10,2019-02-11
620,US-PGPUB,A1,US 20200255148 A1,20200255148,20200255148,2020-08-13,2020-02-07
621,USPAT,B2,US 11377212 B2,11377212,11377212,2022-07-05,2020-02-07
622,US-PGPUB,A1,US 20200259722 A1,20200259722,20200259722,2020-08-13,2019-02-08
623,USPAT,B2,US 10892961 B2,10892961,10892961,2021-01-12,2019-02-08
624,US-PGPUB,A1,US 20200232767 A1,20200232767,20200232767,2020-07-23,2020-01-17
625,USPAT,B2,US 11125537 B2,11125537,11125537,2021-09-21,2020-01-17
626,US-PGPUB,A1,US 20200200592 A1,20200200592,20200200592,2020-06-25,2019-12-18
627,USPAT,B2,US 10917168 B2,10917168,10917168,2021-02-09,2019-12-18
628,US-PGPUB,A1,US 20200202136 A1,20200202136,20200202136,2020-06-25,2019-11-26
629,USPAT,B2,US 11443515 B2,11443515,11443515,2022-09-13,2019-11-26
630,US-PGPUB,A1,US 20220375226 A1,20220375226,20220375226,2022-11-24,2022-08-03
631,USPAT,B2,US 11640462 B2,11640462,11640462,2023-05-02,2022-08-03
632,US-PGPUB,A1,US 20230205875 A1,20230205875,20230205875,2023-06-29,2023-02-19
633,USPAT,B2,US 11861002 B2,11861002,11861002,2024-01-02,2023-02-19
634,US-PGPUB,A1,US 20240012905 A1,20240012905,20240012905,2024-01-11,2023-09-20
635,US-PGPUB,A1,US 20240095355 A1,20240095355,20240095355,2024-03-21,2023-11-20
636,USPAT,B2,US 12118085 B2,12118085,12118085,2024-10-15,2023-09-20
637,USPAT,B2,US 12314388 B2,12314388,12314388,2025-05-27,2023-11-20
638,US-PGPUB,A1,US 20200191951 A1,20200191951,20200191951,2020-06-18,2019-12-06
639,US-PGPUB,A1,US 20200191965 A1,20200191965,20200191965,2020-06-18,2019-08-30
640,USPAT,B2,US 11492905 B2,11492905,11492905,2022-11-08,2019-08-30
641,US-PGPUB,A1,US 20200160193 A1,20200160193,20200160193,2020-05-21,2018-05-08
642,USPAT,B2,US 11521081 B2,11521081,11521081,2022-12-06,2018-05-08
643,US-PGPUB,A1,US 20200150668 A1,20200150668,20200150668,2020-05-14,2019-11-07
644,US-PGPUB,A1,US 20200150656 A1,20200150656,20200150656,2020-05-14,2019-10-15
645,US-PGPUB,A1,US 20200142052 A1,20200142052,20200142052,2020-05-07,2019-04-29
646,USPAT,B2,US 11555912 B2,11555912,11555912,2023-01-17,2019-04-29
647,USPAT,B1,US 10630704 B1,10630704,10630704,2020-04-21,2019-07-26
648,USPAT,B1,US 10630716 B1,10630716,10630716,2020-04-21,2019-07-25
649,USPAT,B1,US 10630703 B1,10630703,10630703,2020-04-21,2019-07-25
650,USPAT,B1,US 10630715 B1,10630715,10630715,2020-04-21,2019-07-25
651,US-PGPUB,A1,US 20200110041 A1,20200110041,20200110041,2020-04-09,2019-10-07
652,USPAT,B2,US 11022561 B2,11022561,11022561,2021-06-01,2019-10-07
653,US-PGPUB,A1,US 20210231575 A1,20210231575,20210231575,2021-07-29,2021-03-18
654,USPAT,B2,US 11614410 B2,11614410,11614410,2023-03-28,2021-03-18
655,US-PGPUB,A1,US 20200108803 A1,20200108803,20200108803,2020-04-09,2019-09-06
656,US-PGPUB,A1,US 20200097874 A1,20200097874,20200097874,2020-03-26,2018-03-23
657,US-PGPUB,A1,US 20200097479 A1,20200097479,20200097479,2020-03-26,2019-11-27
658,USPAT,B1,US 10602383 B1,10602383,10602383,2020-03-24,2018-10-15
659,US-PGPUB,A1,US 20200120519 A1,20200120519,20200120519,2020-04-16,2018-10-15
660,US-PGPUB,A1,US 20200089761 A1,20200089761,20200089761,2020-03-19,2018-09-13
661,USPAT,B2,US 10902207 B2,10902207,10902207,2021-01-26,2018-09-13
662,USPAT,B1,US 10584971 B1,10584971,10584971,2020-03-10,2016-10-28
663,US-PGPUB,A1,US 20200208994 A1,20200208994,20200208994,2020-07-02,2020-03-09
664,USPAT,B2,US 11293761 B2,11293761,11293761,2022-04-05,2020-03-09
665,US-PGPUB,A1,US 20200077314 A1,20200077314,20200077314,2020-03-05,2018-05-04
666,USPAT,B2,US 11412429 B2,11412429,11412429,2022-08-09,2018-05-04
667,US-PGPUB,A1,US 20200072744 A1,20200072744,20200072744,2020-03-05,2018-12-10
668,USPAT,B2,US 10871444 B2,10871444,10871444,2020-12-22,2018-12-10
669,US-PGPUB,A1,US 20200072706 A1,20200072706,20200072706,2020-03-05,2018-08-30
670,USPAT,B2,US 11415486 B2,11415486,11415486,2022-08-16,2018-08-30
671,US-PGPUB,A1,US 20220390330 A1,20220390330,20220390330,2022-12-08,2022-08-04
672,USPAT,B2,US 11740160 B2,11740160,11740160,2023-08-29,2022-08-04
673,US-PGPUB,A1,US 20230358642 A1,20230358642,20230358642,2023-11-09,2023-07-13
674,USPAT,B2,US 12098980 B2,12098980,12098980,2024-09-24,2023-07-13
675,USPAT,B1,US 10581851 B1,10581851,10581851,2020-03-03,2019-07-17
676,US-PGPUB,A1,US 20210021595 A1,20210021595,20210021595,2021-01-21,2020-01-23
677,USPAT,B2,US 11201865 B2,11201865,11201865,2021-12-14,2020-01-23
678,US-PGPUB,A1,US 20220078188 A1,20220078188,20220078188,2022-03-10,2021-11-19
679,USPAT,B2,US 12309174 B2,12309174,12309174,2025-05-20,2021-11-19
680,USPAT,B1,US 10571283 B1,10571283,10571283,2020-02-25,2017-04-07
681,USPAT,B1,US 10573168 B1,10573168,10573168,2020-02-25,2018-10-26
682,USPAT,E,US RE49864 E,RE49864,RE49864,2024-03-05,2022-02-24
683,USPAT,B1,US 10574683 B1,10574683,10574683,2020-02-25,2019-07-25
684,US-PGPUB,A1,US 20200058161 A1,20200058161,20200058161,2020-02-20,2019-07-26
685,USPAT,B2,US 11568597 B2,11568597,11568597,2023-01-31,2019-07-26
686,US-PGPUB,A1,US 20200057432 A1,20200057432,20200057432,2020-02-20,2019-07-26
687,USPAT,B2,US 11442438 B2,11442438,11442438,2022-09-13,2019-07-26
688,US-PGPUB,A1,US 20200054216 A1,20200054216,20200054216,2020-02-20,2019-08-15
689,US-PGPUB,A1,US 20200050192 A1,20200050192,20200050192,2020-02-13,2018-08-09
690,USPAT,B2,US 10642265 B2,10642265,10642265,2020-05-05,2018-08-09
691,US-PGPUB,A1,US 20200048847 A1,20200048847,20200048847,2020-02-13,2019-08-09
692,USPAT,B2,US 11001979 B2,11001979,11001979,2021-05-11,2019-08-09
693,US-PGPUB,A1,US 20210404129 A1,20210404129,20210404129,2021-12-30,2021-05-10
694,USPAT,B2,US 11505903 B2,11505903,11505903,2022-11-22,2021-05-10
695,US-PGPUB,A1,US 20200050162 A1,20200050162,20200050162,2020-02-13,2018-08-10
696,USPAT,B2,US 11487264 B2,11487264,11487264,2022-11-01,2018-08-10
697,USPAT,B1,US 10558226 B1,10558226,10558226,2020-02-11,2016-08-22
698,US-PGPUB,A1,US 20200040556 A1,20200040556,20200040556,2020-02-06,2018-03-28
699,USPAT,B2,US 11566402 B2,11566402,11566402,2023-01-31,2018-03-28
700,US-PGPUB,A1,US 20230175238 A1,20230175238,20230175238,2023-06-08,2023-01-27
701,USPAT,B2,US 11920327 B2,11920327,11920327,2024-03-05,2023-01-27
702,US-PGPUB,A1,US 20200037359 A1,20200037359,20200037359,2020-01-30,2018-03-22
703,US-PGPUB,A1,US 20200035098 A1,20200035098,20200035098,2020-01-30,2019-07-08
704,USPAT,B2,US 10614709 B2,10614709,10614709,2020-04-07,2019-07-08
705,US-PGPUB,A1,US 20200168085 A1,20200168085,20200168085,2020-05-28,2020-01-30
706,USPAT,B2,US 10803745 B2,10803745,10803745,2020-10-13,2020-01-30
707,US-PGPUB,A1,US 20200402398 A1,20200402398,20200402398,2020-12-24,2020-09-08
708,USPAT,B2,US 11847913 B2,11847913,11847913,2023-12-19,2020-09-08
709,US-PGPUB,A1,US 20240071221 A1,20240071221,20240071221,2024-02-29,2023-11-08
710,USPAT,B2,US 12394311 B2,12394311,12394311,2025-08-19,2023-11-08
711,US-PGPUB,A1,US 20200020227 A1,20200020227,20200020227,2020-01-16,2019-07-08
712,US-PGPUB,A1,US 20260112267 A1,20260112267,20260112267,2026-04-23,2025-12-10
713,US-PGPUB,A1,US 20200019167 A1,20200019167,20200019167,2020-01-16,2018-07-10
714,USPAT,B2,US 11106208 B2,11106208,11106208,2021-08-31,2018-07-10
715,US-PGPUB,A1,US 20200004249 A1,20200004249,20200004249,2020-01-02,2019-09-10
716,US-PGPUB,A1,US 20190392712 A1,20190392712,20190392712,2019-12-26,2019-06-19
717,USPAT,B2,US 11842642 B2,11842642,11842642,2023-12-12,2019-06-19
718,US-PGPUB,A1,US 20190368133 A1,20190368133,20190368133,2019-12-05,2019-06-05
719,USPAT,B2,US 11098455 B2,11098455,11098455,2021-08-24,2019-06-05
720,USPAT,B1,US 10497250 B1,10497250,10497250,2019-12-03,2018-09-20
721,USPAT,B1,US 10943464 B1,10943464,10943464,2021-03-09,2019-10-30
722,US-PGPUB,A1,US 20210390624 A1,20210390624,20210390624,2021-12-16,2018-09-20
723,US-PGPUB,A1,US 20210398227 A1,20210398227,20210398227,2021-12-23,2021-09-03
724,US-PGPUB,A1,US 20190347931 A1,20190347931,20190347931,2019-11-14,2019-05-08
725,USPAT,B2,US 11495126 B2,11495126,11495126,2022-11-08,2019-05-08
726,US-PGPUB,A1,US 20230056023 A1,20230056023,20230056023,2023-02-23,2022-10-31
727,USPAT,B2,US 12555471 B2,12555471,12555471,2026-02-17,2022-10-31
728,US-PGPUB,A1,US 20190333378 A1,20190333378,20190333378,2019-10-31,2019-04-27
729,USPAT,B2,US 11094191 B2,11094191,11094191,2021-08-17,2019-04-27
730,US-PGPUB,A1,US 20190316902 A1,20190316902,20190316902,2019-10-17,2019-04-11
731,USPAT,B2,US 11262196 B2,11262196,11262196,2022-03-01,2019-04-11
732,US-PGPUB,A1,US 20220268578 A1,20220268578,20220268578,2022-08-25,2022-02-09
733,USPAT,B2,US 12007227 B2,12007227,12007227,2024-06-11,2022-02-09
734,US-PGPUB,A1,US 20190315343 A1,20190315343,20190315343,2019-10-17,2018-04-16
735,USPAT,B2,US 10589740 B2,10589740,10589740,2020-03-17,2018-04-16
736,US-PGPUB,A1,US 20190310891 A1,20190310891,20190310891,2019-10-10,2018-10-31
737,US-PGPUB,A1,US 20190354410 A1,20190354410,20190354410,2019-11-21,2019-08-05
738,USPAT,B2,US 10761894 B2,10761894,10761894,2020-09-01,2018-10-31
739,USPAT,B2,US 10929193 B2,10929193,10929193,2021-02-23,2019-08-05
740,US-PGPUB,A1,US 20190310636 A1,20190310636,20190310636,2019-10-10,2019-04-08
741,USPAT,B2,US 11561541 B2,11561541,11561541,2023-01-24,2019-04-08
742,US-PGPUB,A1,US 20190310650 A1,20190310650,20190310650,2019-10-10,2019-04-08
743,USPAT,B2,US 11467590 B2,11467590,11467590,2022-10-11,2019-04-08
744,US-PGPUB,A1,US 20190296971 A1,20190296971,20190296971,2019-09-26,2018-03-23
745,USPAT,B2,US 10778517 B2,10778517,10778517,2020-09-15,2018-03-23
746,US-PGPUB,A1,US 20200336374 A1,20200336374,20200336374,2020-10-22,2020-05-05
747,USPAT,B2,US 11082293 B2,11082293,11082293,2021-08-03,2020-05-05
748,US-PGPUB,A1,US 20190295125 A1,20190295125,20190295125,2019-09-26,2019-03-18
749,US-PGPUB,A1,US 20190286985 A1,20190286985,20190286985,2019-09-19,2019-03-14
750,US-PGPUB,A1,US 20190271957 A1,20190271957,20190271957,2019-09-05,2018-11-19
751,USPAT,B2,US 10635067 B2,10635067,10635067,2020-04-28,2018-11-19
752,US-PGPUB,A1,US 20190266502 A1,20190266502,20190266502,2019-08-29,2019-02-15
753,USPAT,B2,US 11442836 B2,11442836,11442836,2022-09-13,2019-02-15
754,US-PGPUB,A1,US 20230008791 A1,20230008791,20230008791,2023-01-12,2022-07-22
755,USPAT,B2,US 12386722 B2,12386722,12386722,2025-08-12,2022-07-22
756,US-PGPUB,A1,US 20190260794 A1,20190260794,20190260794,2019-08-22,2019-02-19
757,USPAT,B2,US 11546360 B2,11546360,11546360,2023-01-03,2019-02-19
758,USPAT,B1,US 10380498 B1,10380498,10380498,2019-08-13,2015-05-22
759,US-PGPUB,A1,US 20190244521 A1,20190244521,20190244521,2019-08-08,2019-02-05
760,USPAT,B2,US 10867512 B2,10867512,10867512,2020-12-15,2019-02-05
761,US-PGPUB,A1,US 20210118294 A1,20210118294,20210118294,2021-04-22,2020-10-21
762,USPAT,B2,US 11854391 B2,11854391,11854391,2023-12-26,2020-10-21
763,US-PGPUB,A1,US 20190222751 A1,20190222751,20190222751,2019-07-18,2019-03-27
764,USPAT,B2,US 10742874 B2,10742874,10742874,2020-08-11,2019-03-27
765,USPAT,B1,US 10353694 B1,10353694,10353694,2019-07-16,2018-01-12
766,USPAT,B1,US 10821971 B1,10821971,10821971,2020-11-03,2018-02-13
767,USPAT,B1,US 10831191 B1,10831191,10831191,2020-11-10,2018-03-26
768,US-PGPUB,A1,US 20210031756 A1,20210031756,20210031756,2021-02-04,2020-10-19
769,US-PGPUB,A1,US 20210041868 A1,20210041868,20210041868,2021-02-11,2020-10-23
770,USPAT,B1,US 11127290 B1,11127290,11127290,2021-09-21,2015-11-06
771,US-PGPUB,A1,US 20230053773 A1,20230053773,20230053773,2023-02-23,2022-10-27
772,USPAT,B2,US 11645064 B2,11645064,11645064,2023-05-09,2020-10-23
773,US-PGPUB,A1,US 20230251848 A1,20230251848,20230251848,2023-08-10,2023-04-13
774,USPAT,B2,US 12032945 B2,12032945,12032945,2024-07-09,2023-04-13
775,US-PGPUB,A1,US 20240362013 A1,20240362013,20240362013,2024-10-31,2024-07-08
776,USPAT,B2,US 12524219 B2,12524219,12524219,2026-01-13,2022-10-27
777,US-PGPUB,A1,US 20260133791 A1,20260133791,20260133791,2026-05-14,2025-12-29
778,US-PGPUB,A1,US 20190205340 A1,20190205340,20190205340,2019-07-04,2018-12-21
779,USPAT,B2,US 11074292 B2,11074292,11074292,2021-07-27,2018-12-21
780,US-PGPUB,A1,US 20190205241 A1,20190205241,20190205241,2019-07-04,2018-01-03
781,USPAT,B2,US 10817402 B2,10817402,10817402,2020-10-27,2018-01-03
782,US-PGPUB,A1,US 20190196432 A1,20190196432,20190196432,2019-06-27,2017-12-22
783,USPAT,B2,US 11199823 B2,11199823,11199823,2021-12-14,2017-12-22
784,US-PGPUB,A1,US 20190171983 A1,20190171983,20190171983,2019-06-06,2018-12-04
785,US-PGPUB,A1,US 20190171950 A1,20190171950,20190171950,2019-06-06,2019-02-10
786,US-PGPUB,A1,US 20190160677 A1,20190160677,20190160677,2019-05-30,2016-06-21
787,US-PGPUB,A1,US 20190160482 A1,20190160482,20190160482,2019-05-30,2018-10-31
788,USPAT,B2,US 11135611 B2,11135611,11135611,2021-10-05,2018-10-31
789,US-PGPUB,A1,US 20210394220 A1,20210394220,20210394220,2021-12-23,2021-09-06
790,US-PGPUB,A1,US 20210394219 A1,20210394219,20210394219,2021-12-23,2021-09-06
791,US-PGPUB,A1,US 20220062936 A1,20220062936,20220062936,2022-03-03,2021-09-06
792,USPAT,B2,US 11717843 B2,11717843,11717843,2023-08-08,2021-09-06
793,USPAT,B2,US 11724275 B2,11724275,11724275,2023-08-15,2021-09-06
794,USPAT,B2,US 11931754 B2,11931754,11931754,2024-03-19,2021-09-06
795,US-PGPUB,A1,US 20190160675 A1,20190160675,20190160675,2019-05-30,2017-11-27
796,USPAT,B2,US 11014238 B2,11014238,11014238,2021-05-25,2017-11-27
797,US-PGPUB,A1,US 20210260764 A1,20210260764,20210260764,2021-08-26,2021-05-11
798,USPAT,B2,US 12005586 B2,12005586,12005586,2024-06-11,2021-05-11
799,US-PGPUB,A1,US 20190156531 A1,20190156531,20190156531,2019-05-23,2019-01-16
800,USPAT,B2,US 10783680 B2,10783680,10783680,2020-09-22,2019-01-16
801,US-PGPUB,A1,US 20200402279 A1,20200402279,20200402279,2020-12-24,2020-08-21
802,USPAT,B2,US 11908048 B2,11908048,11908048,2024-02-20,2020-08-21
803,US-PGPUB,A1,US 20190126510 A1,20190126510,20190126510,2019-05-02,2017-04-11
804,USPAT,B2,US 11273575 B2,11273575,11273575,2022-03-15,2017-04-11
805,US-PGPUB,A1,US 20190129433 A1,20190129433,20190129433,2019-05-02,2017-04-07
806,USPAT,B2,US 11022976 B2,11022976,11022976,2021-06-01,2017-04-07
807,US-PGPUB,A1,US 20190128711 A1,20190128711,20190128711,2019-05-02,2018-11-02
808,USPAT,B2,US 11105662 B2,11105662,11105662,2021-08-31,2018-11-02
809,US-PGPUB,A1,US 20190118390 A1,20190118390,20190118390,2019-04-25,2018-09-27
810,USPAT,B2,US 11001319 B2,11001319,11001319,2021-05-11,2018-09-27
811,US-PGPUB,A1,US 20190112046 A1,20190112046,20190112046,2019-04-18,2018-03-27
812,USPAT,B2,US 11014667 B2,11014667,11014667,2021-05-25,2018-03-27
813,US-PGPUB,A1,US 20190108374 A1,20190108374,20190108374,2019-04-11,2018-10-11
814,USPAT,B2,US 11017189 B2,11017189,11017189,2021-05-25,2018-10-11
815,US-PGPUB,A1,US 20190096238 A1,20190096238,20190096238,2019-03-28,2018-09-19
816,US-PGPUB,A1,US 20200168081 A1,20200168081,20200168081,2020-05-28,2020-01-30
817,USPAT,B2,US 10692365 B2,10692365,10692365,2020-06-23,2018-09-19
818,USPAT,B2,US 11430328 B2,11430328,11430328,2022-08-30,2020-01-30
819,US-PGPUB,A1,US 20220343755 A1,20220343755,20220343755,2022-10-27,2022-05-11
820,USPAT,B2,US 11881101 B2,11881101,11881101,2024-01-23,2022-05-11
821,US-PGPUB,A1,US 20190096232 A1,20190096232,20190096232,2019-03-28,2018-06-26
822,USPAT,B2,US 11495118 B2,11495118,11495118,2022-11-08,2018-06-26
823,US-PGPUB,A1,US 20230109790 A1,20230109790,20230109790,2023-04-13,2022-10-20
824,USPAT,B2,US 11875665 B2,11875665,11875665,2024-01-16,2022-10-20
825,US-PGPUB,A1,US 20240185705 A1,20240185705,20240185705,2024-06-06,2023-12-08
826,US-PGPUB,A1,US 20190088148 A1,20190088148,20190088148,2019-03-21,2018-11-05
827,USPAT,B2,US 10909866 B2,10909866,10909866,2021-02-02,2018-11-05
828,US-PGPUB,A1,US 20210082297 A1,20210082297,20210082297,2021-03-18,2020-11-25
829,US-PGPUB,A1,US 20210082296 A1,20210082296,20210082296,2021-03-18,2020-11-25
830,US-PGPUB,A1,US 20210104165 A1,20210104165,20210104165,2021-04-08,2020-11-25
831,US-PGPUB,A1,US 20210110726 A1,20210110726,20210110726,2021-04-15,2020-11-25
832,US-PGPUB,A1,US 20210248915 A1,20210248915,20210248915,2021-08-12,2020-11-25
833,USPAT,B2,US 12046145 B2,12046145,12046145,2024-07-23,2020-11-25
834,USPAT,B2,US 12094355 B2,12094355,12094355,2024-09-17,2020-11-25
835,USPAT,B2,US 12112650 B2,12112650,12112650,2024-10-08,2020-11-25
836,USPAT,B2,US 12322294 B2,12322294,12322294,2025-06-03,2020-11-25
837,US-PGPUB,A1,US 20260120583 A1,20260120583,20260120583,2026-04-30,2025-12-22
838,USPAT,B1,US 10225005 B1,10225005,10225005,2019-03-05,2018-03-09
839,US-PGPUB,A1,US 20190061705 A1,20190061705,20190061705,2019-02-28,2018-08-29
840,USPAT,B2,US 10682989 B2,10682989,10682989,2020-06-16,2018-08-29
841,US-PGPUB,A1,US 20190050942 A1,20190050942,20190050942,2019-02-14,2017-12-22
842,US-PGPUB,A1,US 20200258163 A1,20200258163,20200258163,2020-08-13,2020-04-30
843,USPAT,B2,US 10776880 B2,10776880,10776880,2020-09-15,2017-12-22
844,USPAT,B2,US 10977740 B2,10977740,10977740,2021-04-13,2020-04-30
845,US-PGPUB,A1,US 20210192639 A1,20210192639,20210192639,2021-06-24,2021-03-10
846,USPAT,B2,US 11875410 B2,11875410,11875410,2024-01-16,2021-03-10
847,US-PGPUB,A1,US 20190049274 A1,20190049274,20190049274,2019-02-14,2017-11-22
848,USPAT,B2,US 10732011 B2,10732011,10732011,2020-08-04,2017-11-22
849,US-PGPUB,A1,US 20190041850 A1,20190041850,20190041850,2019-02-07,2018-08-06
850,USPAT,B2,US 11231709 B2,11231709,11231709,2022-01-25,2018-08-06
851,US-PGPUB,A1,US 20220147043 A1,20220147043,20220147043,2022-05-12,2022-01-24
852,US-PGPUB,A1,US 20190036594 A1,20190036594,20190036594,2019-01-31,2018-07-30
853,USPAT,B2,US 10727930 B2,10727930,10727930,2020-07-28,2018-07-30
854,US-PGPUB,A1,US 20190026886 A1,20190026886,20190026886,2019-01-24,2018-07-19
855,US-PGPUB,A1,US 20190043355 A1,20190043355,20190043355,2019-02-07,2018-07-19
856,USPAT,B2,US 11449050 B2,11449050,11449050,2022-09-20,2018-07-19
857,USPAT,B2,US 11467574 B2,11467574,11467574,2022-10-11,2018-07-19
858,USPAT,B1,US 10181161 B1,10181161,10181161,2019-01-15,2015-05-15
859,US-PGPUB,A1,US 20180374038 A1,20180374038,20180374038,2018-12-27,2017-12-20
860,USPAT,B2,US 11481714 B2,11481714,11481714,2022-10-25,2017-12-20
861,US-PGPUB,A1,US 20180375947 A1,20180375947,20180375947,2018-12-27,2018-06-22
862,USPAT,B2,US 10917483 B2,10917483,10917483,2021-02-09,2018-06-22
863,US-PGPUB,A1,US 20210136164 A1,20210136164,20210136164,2021-05-06,2021-01-07
864,USPAT,B2,US 11553055 B2,11553055,11553055,2023-01-10,2021-01-07
865,US-PGPUB,A1,US 20180358910 A1,20180358910,20180358910,2018-12-13,2016-09-20
866,USPAT,B2,US 10516351 B2,10516351,10516351,2019-12-24,2016-09-20
867,US-PGPUB,A1,US 20180354143 A1,20180354143,20180354143,2018-12-13,2018-06-11
868,US-PGPUB,A1,US 20210069918 A1,20210069918,20210069918,2021-03-11,2020-10-07
869,USPAT,B2,US 11260545 B2,11260545,11260545,2022-03-01,2020-10-07
870,US-PGPUB,A1,US 20180347752 A1,20180347752,20180347752,2018-12-06,2016-11-18
871,US-PGPUB,A1,US 20180341535 A1,20180341535,20180341535,2018-11-29,2018-05-15
872,USPAT,B2,US 10628253 B2,10628253,10628253,2020-04-21,2018-05-15
873,US-PGPUB,A1,US 20180330238 A1,20180330238,20180330238,2018-11-15,2018-05-09
874,US-PGPUB,A1,US 20240289625 A1,20240289625,20240289625,2024-08-29,2024-01-31
875,US-PGPUB,A1,US 20180321654 A1,20180321654,20180321654,2018-11-08,2017-05-04
876,USPAT,B2,US 10534337 B2,10534337,10534337,2020-01-14,2017-05-04
877,US-PGPUB,A1,US 20200209823 A1,20200209823,20200209823,2020-07-02,2019-12-16
878,USPAT,B2,US 11137732 B2,11137732,11137732,2021-10-05,2019-12-16
879,US-PGPUB,A1,US 20180283020 A1,20180283020,20180283020,2018-10-04,2017-03-30
880,USPAT,B1,US 10100541 B1,10100541,10100541,2018-10-16,2017-03-30
881,USPAT,B1,US 10081366 B1,10081366,10081366,2018-09-25,2016-05-04
882,US-PGPUB,A1,US 20180269091 A1,20180269091,20180269091,2018-09-20,2017-03-16
883,US-PGPUB,A1,US 20180342411 A1,20180342411,20180342411,2018-11-29,2018-07-17
884,US-PGPUB,A1,US 20180267562 A1,20180267562,20180267562,2018-09-20,2018-03-19
885,USPAT,B2,US 10372143 B2,10372143,10372143,2019-08-06,2018-03-19
886,US-PGPUB,A1,US 20180262571 A1,20180262571,20180262571,2018-09-13,2017-03-07
887,US-PGPUB,A1,US 20180239902 A1,20180239902,20180239902,2018-08-23,2017-02-21
888,USPAT,B2,US 10614222 B2,10614222,10614222,2020-04-07,2017-02-21
889,US-PGPUB,A1,US 20180160254 A1,20180160254,20180160254,2018-06-07,2017-03-09
890,US-PGPUB,A1,US 20180262862 A1,20180262862,20180262862,2018-09-13,2017-09-15
891,USPAT,B2,US 10303443 B2,10303443,10303443,2019-05-28,2017-03-09
892,USPAT,B2,US 10664242 B2,10664242,10664242,2020-05-26,2017-09-15
893,US-PGPUB,A1,US 20180143312 A1,20180143312,20180143312,2018-05-24,2017-11-14
894,US-PGPUB,A1,US 20180130322 A1,20180130322,20180130322,2018-05-10,2016-11-08
895,USPAT,B2,US 10354501 B2,10354501,10354501,2019-07-16,2016-11-08
896,US-PGPUB,A1,US 20180131592 A1,20180131592,20180131592,2018-05-10,2016-11-10
897,USPAT,B2,US 10574559 B2,10574559,10574559,2020-02-25,2016-11-10
898,US-PGPUB,A1,US 20200169493 A1,20200169493,20200169493,2020-05-28,2020-01-28
899,USPAT,B2,US 10999180 B2,10999180,10999180,2021-05-04,2020-01-28
900,US-PGPUB,A1,US 20180098137 A1,20180098137,20180098137,2018-04-05,2017-06-11
901,USPAT,B2,US 10880623 B2,10880623,10880623,2020-12-29,2017-06-11
902,US-PGPUB,A1,US 20180082414 A1,20180082414,20180082414,2018-03-22,2017-09-19
903,US-PGPUB,A1,US 20180082139 A1,20180082139,20180082139,2018-03-22,2016-09-22
904,US-PGPUB,A1,US 20180067842 A1,20180067842,20180067842,2018-03-08,2016-09-07
905,USPAT,B2,US 10372591 B2,10372591,10372591,2019-08-06,2016-09-07
906,USPAT,B1,US 9906413 B1,9906413,9906413,2018-02-27,2014-12-18
907,USPAT,B1,US 9898558 B1,9898558,9898558,2018-02-20,2017-04-20
908,US-PGPUB,A1,US 20180137216 A1,20180137216,20180137216,2018-05-17,2018-01-11
909,USPAT,B2,US 10146892 B2,10146892,10146892,2018-12-04,2018-01-11
910,US-PGPUB,A1,US 20180046696 A1,20180046696,20180046696,2018-02-15,2016-08-15
911,USPAT,B2,US 10169444 B2,10169444,10169444,2019-01-01,2016-08-15
912,US-PGPUB,A1,US 20180031142 A1,20180031142,20180031142,2018-02-01,2016-11-10
913,USPAT,B2,US 10962133 B2,10962133,10962133,2021-03-30,2016-11-10
914,USPAT,B1,US 12540687 B1,12540687,12540687,2026-02-03,2022-10-06
915,US-PGPUB,A1,US 20180012504 A1,20180012504,20180012504,2018-01-11,2017-07-11
916,USPAT,B2,US 10580310 B2,10580310,10580310,2020-03-03,2017-07-11
917,US-PGPUB,A1,US 20180012125 A1,20180012125,20180012125,2018-01-11,2017-05-31
918,USPAT,B2,US 11526744 B2,11526744,11526744,2022-12-13,2017-05-31
919,US-PGPUB,A1,US 20180004211 A1,20180004211,20180004211,2018-01-04,2016-06-30
920,USPAT,B2,US 10331141 B2,10331141,10331141,2019-06-25,2016-06-30
921,US-PGPUB,A1,US 20170370089 A1,20170370089,20170370089,2017-12-28,2016-01-13
922,USPAT,B2,US 10738456 B2,10738456,10738456,2020-08-11,2016-01-13
923,US-PGPUB,A1,US 20170345320 A1,20170345320,20170345320,2017-11-30,2017-06-12
924,USPAT,B1,US 9823658 B1,9823658,9823658,2017-11-21,2016-12-22
925,USPAT,B1,US 9965965 B1,9965965,9965965,2018-05-08,2017-04-05
926,US-PGPUB,A1,US 20180130361 A1,20180130361,20180130361,2018-05-10,2017-04-05
927,US-PGPUB,A1,US 20170323107 A1,20170323107,20170323107,2017-11-09,2017-07-27
928,USPAT,B1,US 9802661 B1,9802661,9802661,2017-10-31,2016-10-28
929,US-PGPUB,A1,US 20180134334 A1,20180134334,20180134334,2018-05-17,2017-09-27
930,USPAT,B2,US 10259514 B2,10259514,10259514,2019-04-16,2017-09-27
931,US-PGPUB,A1,US 20190225288 A1,20190225288,20190225288,2019-07-25,2019-03-29
