file,year,url,patents_covered
ipa210429.zip,2021,https://data.uspto.gov/ui/datasets/products/files/APPXML/2021/ipa210429.zip,1
ipa210506.zip,2021,https://data.uspto.gov/ui/datasets/products/files/APPXML/2021/ipa210506.zip,1
ipa210513.zip,2021,https://data.uspto.gov/ui/datasets/products/files/APPXML/2021/ipa210513.zip,1
ipa210520.zip,2021,https://data.uspto.gov/ui/datasets/products/files/APPXML/2021/ipa210520.zip,2
ipa210527.zip,2021,https://data.uspto.gov/ui/datasets/products/files/APPXML/2021/ipa210527.zip,2
ipa210603.zip,2021,https://data.uspto.gov/ui/datasets/products/files/APPXML/2021/ipa210603.zip,1
ipa210610.zip,2021,https://data.uspto.gov/ui/datasets/products/files/APPXML/2021/ipa210610.zip,2
ipa210624.zip,2021,https://data.uspto.gov/ui/datasets/products/files/APPXML/2021/ipa210624.zip,2
ipa210701.zip,2021,https://data.uspto.gov/ui/datasets/products/files/APPXML/2021/ipa210701.zip,1
ipa210729.zip,2021,https://data.uspto.gov/ui/datasets/products/files/APPXML/2021/ipa210729.zip,4
ipa210805.zip,2021,https://data.uspto.gov/ui/datasets/products/files/APPXML/2021/ipa210805.zip,3
ipa210812.zip,2021,https://data.uspto.gov/ui/datasets/products/files/APPXML/2021/ipa210812.zip,1
ipa210819.zip,2021,https://data.uspto.gov/ui/datasets/products/files/APPXML/2021/ipa210819.zip,3
ipa210826.zip,2021,https://data.uspto.gov/ui/datasets/products/files/APPXML/2021/ipa210826.zip,2
ipa210909.zip,2021,https://data.uspto.gov/ui/datasets/products/files/APPXML/2021/ipa210909.zip,3
ipa210923.zip,2021,https://data.uspto.gov/ui/datasets/products/files/APPXML/2021/ipa210923.zip,1
ipa210930.zip,2021,https://data.uspto.gov/ui/datasets/products/files/APPXML/2021/ipa210930.zip,3
ipa211007.zip,2021,https://data.uspto.gov/ui/datasets/products/files/APPXML/2021/ipa211007.zip,2
ipa211021.zip,2021,https://data.uspto.gov/ui/datasets/products/files/APPXML/2021/ipa211021.zip,2
ipa211104.zip,2021,https://data.uspto.gov/ui/datasets/products/files/APPXML/2021/ipa211104.zip,2
ipa211125.zip,2021,https://data.uspto.gov/ui/datasets/products/files/APPXML/2021/ipa211125.zip,1
ipa211216.zip,2021,https://data.uspto.gov/ui/datasets/products/files/APPXML/2021/ipa211216.zip,6
ipa211223.zip,2021,https://data.uspto.gov/ui/datasets/products/files/APPXML/2021/ipa211223.zip,3
ipa211230.zip,2021,https://data.uspto.gov/ui/datasets/products/files/APPXML/2021/ipa211230.zip,2
ipa220106.zip,2022,https://data.uspto.gov/ui/datasets/products/files/APPXML/2022/ipa220106.zip,2
ipa220113.zip,2022,https://data.uspto.gov/ui/datasets/products/files/APPXML/2022/ipa220113.zip,2
ipa220127.zip,2022,https://data.uspto.gov/ui/datasets/products/files/APPXML/2022/ipa220127.zip,1
ipa220203.zip,2022,https://data.uspto.gov/ui/datasets/products/files/APPXML/2022/ipa220203.zip,1
ipa220210.zip,2022,https://data.uspto.gov/ui/datasets/products/files/APPXML/2022/ipa220210.zip,1
ipa220217.zip,2022,https://data.uspto.gov/ui/datasets/products/files/APPXML/2022/ipa220217.zip,2
ipa220224.zip,2022,https://data.uspto.gov/ui/datasets/products/files/APPXML/2022/ipa220224.zip,1
ipa220303.zip,2022,https://data.uspto.gov/ui/datasets/products/files/APPXML/2022/ipa220303.zip,1
ipa220310.zip,2022,https://data.uspto.gov/ui/datasets/products/files/APPXML/2022/ipa220310.zip,2
ipa220317.zip,2022,https://data.uspto.gov/ui/datasets/products/files/APPXML/2022/ipa220317.zip,1
ipa220324.zip,2022,https://data.uspto.gov/ui/datasets/products/files/APPXML/2022/ipa220324.zip,2
ipa220331.zip,2022,https://data.uspto.gov/ui/datasets/products/files/APPXML/2022/ipa220331.zip,2
ipa220407.zip,2022,https://data.uspto.gov/ui/datasets/products/files/APPXML/2022/ipa220407.zip,1
ipa220421.zip,2022,https://data.uspto.gov/ui/datasets/products/files/APPXML/2022/ipa220421.zip,1
ipa220428.zip,2022,https://data.uspto.gov/ui/datasets/products/files/APPXML/2022/ipa220428.zip,1
ipa220505.zip,2022,https://data.uspto.gov/ui/datasets/products/files/APPXML/2022/ipa220505.zip,1
ipa220512.zip,2022,https://data.uspto.gov/ui/datasets/products/files/APPXML/2022/ipa220512.zip,1
ipa220519.zip,2022,https://data.uspto.gov/ui/datasets/products/files/APPXML/2022/ipa220519.zip,2
ipa220526.zip,2022,https://data.uspto.gov/ui/datasets/products/files/APPXML/2022/ipa220526.zip,1
ipa220602.zip,2022,https://data.uspto.gov/ui/datasets/products/files/APPXML/2022/ipa220602.zip,1
ipa220609.zip,2022,https://data.uspto.gov/ui/datasets/products/files/APPXML/2022/ipa220609.zip,2
ipa220616.zip,2022,https://data.uspto.gov/ui/datasets/products/files/APPXML/2022/ipa220616.zip,4
ipa220630.zip,2022,https://data.uspto.gov/ui/datasets/products/files/APPXML/2022/ipa220630.zip,1
ipa220804.zip,2022,https://data.uspto.gov/ui/datasets/products/files/APPXML/2022/ipa220804.zip,2
ipa220811.zip,2022,https://data.uspto.gov/ui/datasets/products/files/APPXML/2022/ipa220811.zip,2
ipa220818.zip,2022,https://data.uspto.gov/ui/datasets/products/files/APPXML/2022/ipa220818.zip,1
ipa220825.zip,2022,https://data.uspto.gov/ui/datasets/products/files/APPXML/2022/ipa220825.zip,3
ipa220901.zip,2022,https://data.uspto.gov/ui/datasets/products/files/APPXML/2022/ipa220901.zip,3
ipa220908.zip,2022,https://data.uspto.gov/ui/datasets/products/files/APPXML/2022/ipa220908.zip,1
ipa220915.zip,2022,https://data.uspto.gov/ui/datasets/products/files/APPXML/2022/ipa220915.zip,2
ipa220929.zip,2022,https://data.uspto.gov/ui/datasets/products/files/APPXML/2022/ipa220929.zip,1
ipa221006.zip,2022,https://data.uspto.gov/ui/datasets/products/files/APPXML/2022/ipa221006.zip,2
ipa221013.zip,2022,https://data.uspto.gov/ui/datasets/products/files/APPXML/2022/ipa221013.zip,1
ipa221020.zip,2022,https://data.uspto.gov/ui/datasets/products/files/APPXML/2022/ipa221020.zip,1
ipa221027.zip,2022,https://data.uspto.gov/ui/datasets/products/files/APPXML/2022/ipa221027.zip,3
ipa221117.zip,2022,https://data.uspto.gov/ui/datasets/products/files/APPXML/2022/ipa221117.zip,2
ipa221124.zip,2022,https://data.uspto.gov/ui/datasets/products/files/APPXML/2022/ipa221124.zip,4
ipa221201.zip,2022,https://data.uspto.gov/ui/datasets/products/files/APPXML/2022/ipa221201.zip,2
ipa221208.zip,2022,https://data.uspto.gov/ui/datasets/products/files/APPXML/2022/ipa221208.zip,3
ipa221215.zip,2022,https://data.uspto.gov/ui/datasets/products/files/APPXML/2022/ipa221215.zip,1
ipa221222.zip,2022,https://data.uspto.gov/ui/datasets/products/files/APPXML/2022/ipa221222.zip,1
ipa221229.zip,2022,https://data.uspto.gov/ui/datasets/products/files/APPXML/2022/ipa221229.zip,1
ipa230112.zip,2023,https://data.uspto.gov/ui/datasets/products/files/APPXML/2023/ipa230112.zip,2
ipa230119.zip,2023,https://data.uspto.gov/ui/datasets/products/files/APPXML/2023/ipa230119.zip,2
ipa230126.zip,2023,https://data.uspto.gov/ui/datasets/products/files/APPXML/2023/ipa230126.zip,2
ipa230209.zip,2023,https://data.uspto.gov/ui/datasets/products/files/APPXML/2023/ipa230209.zip,4
ipa230216.zip,2023,https://data.uspto.gov/ui/datasets/products/files/APPXML/2023/ipa230216.zip,2
ipa230223.zip,2023,https://data.uspto.gov/ui/datasets/products/files/APPXML/2023/ipa230223.zip,2
ipa230302.zip,2023,https://data.uspto.gov/ui/datasets/products/files/APPXML/2023/ipa230302.zip,4
ipa230309.zip,2023,https://data.uspto.gov/ui/datasets/products/files/APPXML/2023/ipa230309.zip,1
ipa230316.zip,2023,https://data.uspto.gov/ui/datasets/products/files/APPXML/2023/ipa230316.zip,1
ipa230323.zip,2023,https://data.uspto.gov/ui/datasets/products/files/APPXML/2023/ipa230323.zip,1
ipa230330.zip,2023,https://data.uspto.gov/ui/datasets/products/files/APPXML/2023/ipa230330.zip,2
ipa230406.zip,2023,https://data.uspto.gov/ui/datasets/products/files/APPXML/2023/ipa230406.zip,2
ipa230413.zip,2023,https://data.uspto.gov/ui/datasets/products/files/APPXML/2023/ipa230413.zip,1
ipa230420.zip,2023,https://data.uspto.gov/ui/datasets/products/files/APPXML/2023/ipa230420.zip,2
ipa230427.zip,2023,https://data.uspto.gov/ui/datasets/products/files/APPXML/2023/ipa230427.zip,2
ipa230518.zip,2023,https://data.uspto.gov/ui/datasets/products/files/APPXML/2023/ipa230518.zip,1
ipa230525.zip,2023,https://data.uspto.gov/ui/datasets/products/files/APPXML/2023/ipa230525.zip,1
ipa230601.zip,2023,https://data.uspto.gov/ui/datasets/products/files/APPXML/2023/ipa230601.zip,4
ipa230608.zip,2023,https://data.uspto.gov/ui/datasets/products/files/APPXML/2023/ipa230608.zip,2
ipa230615.zip,2023,https://data.uspto.gov/ui/datasets/products/files/APPXML/2023/ipa230615.zip,1
ipa230622.zip,2023,https://data.uspto.gov/ui/datasets/products/files/APPXML/2023/ipa230622.zip,2
ipa230629.zip,2023,https://data.uspto.gov/ui/datasets/products/files/APPXML/2023/ipa230629.zip,2
ipa230706.zip,2023,https://data.uspto.gov/ui/datasets/products/files/APPXML/2023/ipa230706.zip,2
ipa230713.zip,2023,https://data.uspto.gov/ui/datasets/products/files/APPXML/2023/ipa230713.zip,2
ipa230720.zip,2023,https://data.uspto.gov/ui/datasets/products/files/APPXML/2023/ipa230720.zip,2
ipa230727.zip,2023,https://data.uspto.gov/ui/datasets/products/files/APPXML/2023/ipa230727.zip,2
ipa230810.zip,2023,https://data.uspto.gov/ui/datasets/products/files/APPXML/2023/ipa230810.zip,1
ipa230817.zip,2023,https://data.uspto.gov/ui/datasets/products/files/APPXML/2023/ipa230817.zip,2
ipa230824.zip,2023,https://data.uspto.gov/ui/datasets/products/files/APPXML/2023/ipa230824.zip,1
ipa230914.zip,2023,https://data.uspto.gov/ui/datasets/products/files/APPXML/2023/ipa230914.zip,2
ipa230921.zip,2023,https://data.uspto.gov/ui/datasets/products/files/APPXML/2023/ipa230921.zip,4
ipa230928.zip,2023,https://data.uspto.gov/ui/datasets/products/files/APPXML/2023/ipa230928.zip,1
ipa231005.zip,2023,https://data.uspto.gov/ui/datasets/products/files/APPXML/2023/ipa231005.zip,3
ipa231012.zip,2023,https://data.uspto.gov/ui/datasets/products/files/APPXML/2023/ipa231012.zip,2
ipa231026.zip,2023,https://data.uspto.gov/ui/datasets/products/files/APPXML/2023/ipa231026.zip,1
ipa231102.zip,2023,https://data.uspto.gov/ui/datasets/products/files/APPXML/2023/ipa231102.zip,1
ipa231109.zip,2023,https://data.uspto.gov/ui/datasets/products/files/APPXML/2023/ipa231109.zip,3
ipa231116.zip,2023,https://data.uspto.gov/ui/datasets/products/files/APPXML/2023/ipa231116.zip,3
ipa231123.zip,2023,https://data.uspto.gov/ui/datasets/products/files/APPXML/2023/ipa231123.zip,3
ipa231130.zip,2023,https://data.uspto.gov/ui/datasets/products/files/APPXML/2023/ipa231130.zip,1
ipa240104.zip,2024,https://data.uspto.gov/ui/datasets/products/files/APPXML/2024/ipa240104.zip,2
ipa240111.zip,2024,https://data.uspto.gov/ui/datasets/products/files/APPXML/2024/ipa240111.zip,2
ipa240118.zip,2024,https://data.uspto.gov/ui/datasets/products/files/APPXML/2024/ipa240118.zip,1
ipa240125.zip,2024,https://data.uspto.gov/ui/datasets/products/files/APPXML/2024/ipa240125.zip,5
ipa240201.zip,2024,https://data.uspto.gov/ui/datasets/products/files/APPXML/2024/ipa240201.zip,1
ipa240208.zip,2024,https://data.uspto.gov/ui/datasets/products/files/APPXML/2024/ipa240208.zip,2
ipa240215.zip,2024,https://data.uspto.gov/ui/datasets/products/files/APPXML/2024/ipa240215.zip,1
ipa240229.zip,2024,https://data.uspto.gov/ui/datasets/products/files/APPXML/2024/ipa240229.zip,2
ipa240307.zip,2024,https://data.uspto.gov/ui/datasets/products/files/APPXML/2024/ipa240307.zip,3
ipa240314.zip,2024,https://data.uspto.gov/ui/datasets/products/files/APPXML/2024/ipa240314.zip,2
ipa240321.zip,2024,https://data.uspto.gov/ui/datasets/products/files/APPXML/2024/ipa240321.zip,5
ipa240328.zip,2024,https://data.uspto.gov/ui/datasets/products/files/APPXML/2024/ipa240328.zip,2
ipa240404.zip,2024,https://data.uspto.gov/ui/datasets/products/files/APPXML/2024/ipa240404.zip,1
ipa240411.zip,2024,https://data.uspto.gov/ui/datasets/products/files/APPXML/2024/ipa240411.zip,1
ipa240418.zip,2024,https://data.uspto.gov/ui/datasets/products/files/APPXML/2024/ipa240418.zip,2
ipa240502.zip,2024,https://data.uspto.gov/ui/datasets/products/files/APPXML/2024/ipa240502.zip,2
ipa240509.zip,2024,https://data.uspto.gov/ui/datasets/products/files/APPXML/2024/ipa240509.zip,1
ipa240516.zip,2024,https://data.uspto.gov/ui/datasets/products/files/APPXML/2024/ipa240516.zip,1
ipa240523.zip,2024,https://data.uspto.gov/ui/datasets/products/files/APPXML/2024/ipa240523.zip,2
ipa240606.zip,2024,https://data.uspto.gov/ui/datasets/products/files/APPXML/2024/ipa240606.zip,2
ipa240620.zip,2024,https://data.uspto.gov/ui/datasets/products/files/APPXML/2024/ipa240620.zip,1
ipa240627.zip,2024,https://data.uspto.gov/ui/datasets/products/files/APPXML/2024/ipa240627.zip,1
ipa240725.zip,2024,https://data.uspto.gov/ui/datasets/products/files/APPXML/2024/ipa240725.zip,1
ipa240801.zip,2024,https://data.uspto.gov/ui/datasets/products/files/APPXML/2024/ipa240801.zip,1
ipa240808.zip,2024,https://data.uspto.gov/ui/datasets/products/files/APPXML/2024/ipa240808.zip,3
ipa240829.zip,2024,https://data.uspto.gov/ui/datasets/products/files/APPXML/2024/ipa240829.zip,4
ipa240905.zip,2024,https://data.uspto.gov/ui/datasets/products/files/APPXML/2024/ipa240905.zip,2
ipa240912.zip,2024,https://data.uspto.gov/ui/datasets/products/files/APPXML/2024/ipa240912.zip,1
ipa240926.zip,2024,https://data.uspto.gov/ui/datasets/products/files/APPXML/2024/ipa240926.zip,1
ipa241003.zip,2024,https://data.uspto.gov/ui/datasets/products/files/APPXML/2024/ipa241003.zip,2
ipa241010.zip,2024,https://data.uspto.gov/ui/datasets/products/files/APPXML/2024/ipa241010.zip,1
ipa241024.zip,2024,https://data.uspto.gov/ui/datasets/products/files/APPXML/2024/ipa241024.zip,1
ipa241031.zip,2024,https://data.uspto.gov/ui/datasets/products/files/APPXML/2024/ipa241031.zip,1
ipa241107.zip,2024,https://data.uspto.gov/ui/datasets/products/files/APPXML/2024/ipa241107.zip,1
ipa241114.zip,2024,https://data.uspto.gov/ui/datasets/products/files/APPXML/2024/ipa241114.zip,1
ipa241121.zip,2024,https://data.uspto.gov/ui/datasets/products/files/APPXML/2024/ipa241121.zip,1
ipa241128.zip,2024,https://data.uspto.gov/ui/datasets/products/files/APPXML/2024/ipa241128.zip,2
ipa241205.zip,2024,https://data.uspto.gov/ui/datasets/products/files/APPXML/2024/ipa241205.zip,2
ipa241212.zip,2024,https://data.uspto.gov/ui/datasets/products/files/APPXML/2024/ipa241212.zip,1
ipa241219.zip,2024,https://data.uspto.gov/ui/datasets/products/files/APPXML/2024/ipa241219.zip,2
ipa241226.zip,2024,https://data.uspto.gov/ui/datasets/products/files/APPXML/2024/ipa241226.zip,5
ipa250109.zip,2025,https://data.uspto.gov/ui/datasets/products/files/APPXML/2025/ipa250109.zip,1
ipa250116.zip,2025,https://data.uspto.gov/ui/datasets/products/files/APPXML/2025/ipa250116.zip,4
ipa250123.zip,2025,https://data.uspto.gov/ui/datasets/products/files/APPXML/2025/ipa250123.zip,2
ipa250206.zip,2025,https://data.uspto.gov/ui/datasets/products/files/APPXML/2025/ipa250206.zip,1
ipa250213.zip,2025,https://data.uspto.gov/ui/datasets/products/files/APPXML/2025/ipa250213.zip,1
ipa250227.zip,2025,https://data.uspto.gov/ui/datasets/products/files/APPXML/2025/ipa250227.zip,1
ipa250306.zip,2025,https://data.uspto.gov/ui/datasets/products/files/APPXML/2025/ipa250306.zip,1
ipa250313.zip,2025,https://data.uspto.gov/ui/datasets/products/files/APPXML/2025/ipa250313.zip,2
ipa250320.zip,2025,https://data.uspto.gov/ui/datasets/products/files/APPXML/2025/ipa250320.zip,1
ipa250403.zip,2025,https://data.uspto.gov/ui/datasets/products/files/APPXML/2025/ipa250403.zip,3
ipa250410.zip,2025,https://data.uspto.gov/ui/datasets/products/files/APPXML/2025/ipa250410.zip,4
ipa250417.zip,2025,https://data.uspto.gov/ui/datasets/products/files/APPXML/2025/ipa250417.zip,3
ipa250424.zip,2025,https://data.uspto.gov/ui/datasets/products/files/APPXML/2025/ipa250424.zip,3
ipa250501.zip,2025,https://data.uspto.gov/ui/datasets/products/files/APPXML/2025/ipa250501.zip,2
ipa250515.zip,2025,https://data.uspto.gov/ui/datasets/products/files/APPXML/2025/ipa250515.zip,1
ipa250522.zip,2025,https://data.uspto.gov/ui/datasets/products/files/APPXML/2025/ipa250522.zip,1
ipa250529.zip,2025,https://data.uspto.gov/ui/datasets/products/files/APPXML/2025/ipa250529.zip,1
ipa250605.zip,2025,https://data.uspto.gov/ui/datasets/products/files/APPXML/2025/ipa250605.zip,1
ipa250612.zip,2025,https://data.uspto.gov/ui/datasets/products/files/APPXML/2025/ipa250612.zip,1
