citing_pub,cited_pub,cited_pub_normalized,cited_pub_country,cited_ipc,cited_cpc,cited_national_class,category,citation_type,cited_npl_text
11022561,,,,,,,cited by applicant,nplcit,"Austin, et al. “Damage Evaluation for Aircraft CFRP Components Using Piezoelectric Sensing” Struct. Health Monit. (2015) (Abstract only)."
11022561,,,,,,,cited by applicant,nplcit,"Austin, et al. “Acoustic Emission for Damage Evaluation in Realistic CFRP Components” ASNT Ann. Conf. (2014) (Abstract only)."
11022561,,,,,,,cited by applicant,nplcit,"Austin, et al. “Damage Evaluation for High Temperature CFRP Components Using Acoustic Emission Monitoring” AIP Conf. Proc. 1581 (2014) pp. 501-505."
11022561,,,,,,,cited by applicant,nplcit,"Austin, et al. “High Temperature Health Monitoring of Organic Matrix Composites for Aircraft Engine Applications” Proc. 8th Int'l Workshop Struct. Health Monit. (2011)."
11022561,,,,,,,cited by applicant,nplcit,"Azbaid El Ouahabi, et al. “Experimental investigation of the acoustic black hole for sound absorption in air” ICSV22 (2015) pp. 1-8."
11022561,,,,,,,cited by applicant,nplcit,"Azbaid El Ouahabi, et al. “Investigation of the acoustic black hole termination for sound waves propagating in cylindrical waveguides” 44th Int'l Cong. Expo. Noise Contr. Eng. (2015) pp. 1-10."
11022561,,,,,,,cited by applicant,nplcit,"Bowyer, et al. “Damping of flexural vibrations in composite plates and panels containing one- and two-dimensional acoustic black holes” Proc. Acoustics (2012) pp. 2199-2204."
11022561,,,,,,,cited by applicant,nplcit,"Bowyer, et al. “Experimental study of damping flexural vibrations in tapered turbofan blades” Proc. Acoustics (2012) pp. 2207-2212."
11022561,,,,,,,cited by applicant,nplcit,"Bowyer, et al. “Damping of flexural vibrations in rectangular plates by slots of power-law profile” Proc. Acoustics (2012) pp. 2193-2198."
11022561,,,,,,,cited by applicant,nplcit,"Bowyer, et al. “Damping of flexural vibrations in glass fibre composite plates and honeycomb sandwich panels containing indentations of power-law profile” Proc. Meet. Acoustics 18(1) (2012) pp. 1-13."
11022561,,,,,,,cited by applicant,nplcit,"Bowyer, et al. “Sound radiation of rectangular plates containing tapered indentations of power-law profile” Proc. Meet. Acoustics 18(1) (2012) p. 1-13."
11022561,,,,,,,cited by applicant,nplcit,"Bowyer, et al. “Effect of geometrical and material imperfections on damping flexural vibrations in plates with attached wedges of power law profile” Appl. Acoust. 73(5) (2012) pp. 514-523."
11022561,,,,,,,cited by applicant,nplcit,"Bowyer, et al. “Experimental Investigations into the Acoustic Black Hole Effect and its Applications for reduction of Flexural Vibrations and Structure-Borne Sound” Proc. AIA-DAGA (2013) pp. 1-4."
11022561,,,,,,,cited by applicant,nplcit,"Bowyer, et al. “Damping of flexural vibrations in plates containing ensembles of tapered indentations of power-law profile” Proc. Meet. Acoustics 18 (2013) pp. 1-11."
11022561,,,,,,,cited by applicant,nplcit,"Bowyer, et al. “Experimental investigation of damping flexural vibrations in plates containing tapered indentations of power-law profile” Appl. Acoust. 74(4) (2013) pp. 553-560."
11022561,,,,,,,cited by applicant,nplcit,"Bowyer, et al. “Experimental investigation of damping flexural vibrations in glass fibre composite plates containing one- and two-dimensional acoustic black holes” Compos. Struct. 107 (2014) pp. 406-415."
11022561,,,,,,,cited by applicant,nplcit,"Bowyer, et al. “Damping of flexural vibrations in turbofan blades using the acoustic black hole effect” Appl. Acoust. 76 (2014) pp. 359-365."
11022561,,,,,,,cited by applicant,nplcit,"Burtovyy, et al. “Hydrophobic modification of polymer surfaces via “grafting to” approach” J. Macromolec. Sci. Pt. B: Phys. 46(1) (2007) pp. 137-154."
11022561,,,,,,,cited by applicant,nplcit,"Burtovyy, et al. “Modification of nylon membrane surface with thin polymer layer via “grafting to” approach” Polym. Preprints 48(1) (2007) 725."
11022561,,,,,,,cited by applicant,nplcit,"Burtovyy, et al. “Polymeric membranes: surface modification by “grafting to” method and fabrication of multilayered assemblies” Nanosci. Nanotechn. Chem. Biol. Def. 1016 (2009) pp. 289-305. (Abstract only)."
11022561,,,,,,,cited by applicant,nplcit,"Burtovyy, et al. “Surface Differential Scanning Calorimeter for Evaluation of Evaporative Cooling Efficiency” J. Eng. Fibers Fabr. 7 (2012) pp. 58-62."
11022561,,,,,,,cited by applicant,nplcit,"Cardone, et al. “‘Absorption’ effect for elastic waves by the beak-shaped boundary irregularity” Doklady Physics 54(3) (2009) pp. 146-150."
11022561,,,,,,,cited by applicant,nplcit,"Chyasnavichyus, et al. “Tuning Fluorescent Response of Nanoscale Film With Polymer Grafting” Macromol. Rap. Comm. 33(3) (2012) pp. 237-241."
11022561,,,,,,,cited by applicant,nplcit,"Conlon, et al. “Enhancing the low frequency vibration reduction performance of plates with embedded Acoustic Black Holes” Inter-noise (2014) pp. 1-8."
11022561,,,,,,,cited by applicant,nplcit,Coppola et al. “Analysis of Feasibility on the Use of Fiber Bragg Grating Sensors as Ultrasound Detectors” SPIE (2001) pp. 224-232.
11022561,,,,,,,cited by applicant,nplcit,"Cuenca, et al. “Vibration damping in polygonal plates using the acoustic black hole effect: model based on the image source method” 20ème Congrès Français de Mécanique (2011) pp. 1-5."
11022561,,,,,,,cited by applicant,nplcit,"Cuenca, et al. “Improving the acoustic black hole effect for vibration damping in one-dimensional structures” Proc. Acoustics (2012) pp. 2189-2191."
11022561,,,,,,,cited by applicant,nplcit,"Denis, et al. “Increasing the modal overlap factor of a beam using acoustic black hole effect” 11th Int'l Conf. Vibr. Prob. (2013) pp. 1-9."
11022561,,,,,,,cited by applicant,nplcit,"Denis, V. “Vibration damping in beams using the acoustic black hole effect” Université Du Maine (2014) pp. 1-144."
11022561,,,,,,,cited by applicant,nplcit,"Denis, et al. “Modal Overlap Factor of a beam with an acoustic black hole termination” J. Sound Vibr. 333(12) (2014) pp. 2475-2488."
11022561,,,,,,,cited by applicant,nplcit,"Denis, et al. “Measurement and modelling of the reflection coefficient of an Acoustic Black Hole termination” J. Sound Vibr. 349 (2015) pp. 67-79."
11022561,,,,,,,cited by applicant,nplcit,"Denis, et al. “Scattering effects induced by imperfections on an acoustic black hole placed at a structural waveguide termination” J. Sound Vibr. 362 (2016) pp. 56-71."
11022561,,,,,,,cited by applicant,nplcit,"Donahue, et al., “Long-Term Recurrent Convolutional Networks for Visual Recognition and Description” IEEE Conf. CVPR (2015) pp. 2625-2634."
11022561,,,,,,,cited by applicant,nplcit,"Draper, et al. “Mixed Polymer Brushes by Sequential Polymer Addition: Anchoring Layer Effect” Langmuir 20 (2004) pp. 4064-4075."
11022561,,,,,,,cited by applicant,nplcit,"Elbatanouny, et al. “Identification of Cracking Mechanisms in Scaled FRP Reinforced Concrete Beams using Acoustic Emission” Exper. Mech. 54 (2014) pp. 69-82."
11022561,,,,,,,cited by applicant,nplcit,"Elbatanouny, et al. “Corrosion Intensity Classification in Prestressed Concrete using Acoustic Emission Technique” Proc. Am. Soc. Nondestr. Test. (2011) pp. 1-8."
11022561,,,,,,,cited by applicant,nplcit,"Feurtado, et al. “A normalized wave number variation parameter for acoustic black hole design” J. Acoust. Soc. Am. 136(2) (2014) pp. EL148-EL152."
11022561,,,,,,,cited by applicant,nplcit,"Feurtado, et al. “Investigation of boundary-taper reflection for acoustic black hole design” Noise Control Eng. J. 63(5) (2015) pp. 460-466."
11022561,,,,,,,cited by applicant,nplcit,"Fischer, et al., “Optimizing a neural network for detection of moving vehicles in video” Proc. SPIE 10441 (2017) pp. 1-10."
11022561,,,,,,,cited by applicant,nplcit,"Fowler, et al. “New Directions in Testing” Proc. 3rd International Symposium on AE from Composite Materials, Paris, France. (1989)."
11022561,,,,,,,cited by applicant,nplcit,"Georgiev, et al. “Recent progress in vibration reduction using Acoustic Black Hole effect” 10ème Congrès Français d'Acoustique, (2010) pp. 1-6."
11022561,,,,,,,cited by applicant,nplcit,"Georgiev, et al. “Vibration reduction of beams and plates using Acoustic Black Hole effect” 39th Int'l Congr. Expo. Noise Congr. Eng. (2010) pp. 1-10."
11022561,,,,,,,cited by applicant,nplcit,"Georgiev, et al. “Damping of structural vibrations in beams and elliptical plates using the acoustic black hole effect” J. Sound Vibr. 330(11) (2011) pp. 2497-2508."
11022561,,,,,,,cited by applicant,nplcit,"Godinez-Azcuaga, et al. “Recent Advances in the Development of a Self-Powered Wireless Sensor Network for Structural Health Prognosis” Proc. SPIE 7983:798325 (2011) pp. 1-7."
11022561,,,,,,,cited by applicant,nplcit,"Grondel, et al. “Ch. 4: Application of the Piezoelectricity in an Active and Passive Health Monitoring System” Piezo. Mater. Dev. (2013) pp. 69-92."
11022561,,,,,,,cited by applicant,nplcit,"Hu, et al., “SINet: A Scale-insensitive Convolutional Neural Network for Fast Vehicle Detection” IEEE Trans. Intell. Transp. Sys. (2018) pp. 1-10."
11022561,,,,,,,cited by applicant,nplcit,"Huang, Q. (2013) “AE-based Structural Health Monitoring for Composite Cryogenic Tanks” 55th Meet. Acoustic Emiss. Work. Gr. (2013)."
11022561,,,,,,,cited by applicant,nplcit,"Huang, et al. “Structural Health Monitoring of DC-XA LH2 Tank using Acoustic Emission” Structural Health Monitoring: Current Status and Perspectives (1998) pp. 301-309. (Abstract only)."
11022561,,,,,,,cited by applicant,nplcit,"Idrissi, et al. “Study and characterization by acoustic emission and electrochemical measurements of concrete deterioration caused by reinforcement steel corrosion” NDT&E Int'l. 36(8) (2003) pp. 563-569."
11022561,,,,,,,cited by applicant,nplcit,"Iyer, et al. “Polystyrene Layers Grafted to Macromolecular Anchoring Layer” Macromolecules 36 (2003) pp. 6519-6526."
11022561,,,,,,,cited by applicant,nplcit,"Kovalenko, et al. “A Major Constituent of Brown Algae for Use in High-Capacity Li-Ion Batteries” Science 334 (2011) pp. 75-79."
11022561,,,,,,,cited by applicant,nplcit,"Kralovic, et al. “Damping of flexural vibrations in tapered rods of power-law profile: experimental studies” Proc. Inst. Acoust. 29(5) (2007) pp. 66-73."
11022561,,,,,,,cited by applicant,nplcit,"Kralovic, et al. “Some new methods of damping impact-induced vibrations in badminton racquets” Proc. Inst. Acoust. 30(2) (2007) pp. 155-162."
11022561,,,,,,,cited by applicant,nplcit,"Krylov, V. “Localized acoustic modes of a quadratic solid wedge” Moscow Univ. Phys. Bull. 45(6) (1990) pp. 65-69."
11022561,,,,,,,cited by applicant,nplcit,"Krylov, V. “Acoustic ‘black holes’ for flexural waves and their potential applications” Proc. Instit. Acoustics (2002) pp. 25-27."
11022561,,,,,,,cited by applicant,nplcit,"Krylov, et al. “Acoustic ‘Black Holes’ for Flexural Waves as Effective Vibration Dampers” J. Sound Vibr. 274(3) (2004) pp. 605-619."
11022561,,,,,,,cited by applicant,nplcit,"Krylov, V. “New type of vibration dampers utilising the effect of acoustic ‘black holes’” Acta Acust. United with Acust. 90(5) (2004) pp. 830-837."
11022561,,,,,,,cited by applicant,nplcit,"Krylov, V. “Damping of resonant vibrations utilising the acoustic black hole effect” Int'l Conf. Noise Vibr. Emerg. Techn. (2005) pp. 1-12."
11022561,,,,,,,cited by applicant,nplcit,"Krylov, et al. “Experimental evidence of the acoustic black hole effect for flexural waves in tapered plates” 12th Int'l Congr. Sound Vibr. (2005) pp. 1-8."
11022561,,,,,,,cited by applicant,nplcit,"Krylov, et al. “Experimental investigation of the acoustic black hole effect for flexural waves in tapered plates” J. Sound Vibr. 300(1) (2007) pp. 43-49."
11022561,,,,,,,cited by applicant,nplcit,"Krylov, V. “Propagation of plate bending waves in the vicinity of one- and two-dimensions acoustic ‘black holes,’” ECCOMAS Them. Conf. Comp. Meth. Struct. Dyn. Earthq. Eng. (2007) pp. 1-12."
11022561,,,,,,,cited by applicant,nplcit,"Krylov, V. “Geometrical acoustics approximation for Rayleigh and Lamb waves” 9th Int'l Conf. Cond. Monitor. Mach. Fail. Prev. Techn. (2012) pp. 1-12."
11022561,,,,,,,cited by applicant,nplcit,"Krylov, V. “Acoustic black holes and their applications for vibration damping and sound absorption” Proc. ISMA (2012) pp. 933-944."
11022561,,,,,,,cited by applicant,nplcit,"Krylov, et al. “Acoustic Black Holes: a New Approach To Vibration Damping in Light-Weight Structures” Proc. Instit. Acoustics 35(1) (2013) pp. 184-191."
11022561,,,,,,,cited by applicant,nplcit,"Krylov, V. “Acoustic black holes: recent developments in the theory and applications” IEEE Trans. Ultrason. Ferroelectr. Freq. Control 61(8) (2014) pp. 1296-1306."
11022561,,,,,,,cited by applicant,nplcit,"Li, et al. “Fabrication of paper-based microfluidic sensors by printing.” Coll. Surf. B: Biointerfaces 76(2) (2010) pp. 564-570."
11022561,,,,,,,cited by applicant,nplcit,"Liu, et al. “To Patterned Binary Polymer Brushes via Capillary Force Lithography and Surface-Initiated Polymerization.” J. Am. Chem. Soc. 128(25) (2006) pp. 8106-8107. (Abstract only)."
11022561,,,,,,,cited by applicant,nplcit,"Liu, et al. “Polymer Grafting via ATRP Initiated from Macroinitiator Synthesized on Surface” Langmuir 20 (2004) pp. 6710-6718."
11022561,,,,,,,cited by applicant,nplcit,"Liu, et al. “Synthesis of High-Density Grafted Polymer Layers with Thickness and Grafting Density Gradients” Langmuir 21 (2005) pp. 11806-11813."
11022561,,,,,,,cited by applicant,nplcit,"Liu, et al. “Segregated polymer brushes via “grafting to” and ATRP “grafting from” chain anchoring” Controlled/Living Radical Polymerization: Progress in ATRP, 1023, (2009) pp. 215-230. (Abstract only)."
11022561,,,,,,,cited by applicant,nplcit,"Lomonosov, et al. “Orbital-type trapping of elastic Lamb waves” Ultrasonics 64 (2016) pp. 58-61."
11022561,,,,,,,cited by applicant,nplcit,"Luo, et al., “Numerical Analysis and Optimization of Optical Spectral Characteristics of Fiber Bragg Gratings Modulated by a Transverse Acoustic Wave” Appl. Opt. 46(28) (2007) pp. 6959-6965."
11022561,,,,,,,cited by applicant,nplcit,"Luzinov, I., “Nanofabrication of thin polymer films” Nanofibers and Nanotechnology in Textiles (2007) pp. 448-469."
11022561,,,,,,,cited by applicant,nplcit,"Luzinov, et al. “Responsive brush layers: from tailored gradients to reversibly assembled nanoparticles” Soft Matter 4(4) (2008) pp. 714-725."
11022561,,,,,,,cited by applicant,nplcit,"Mangual, et al. “Acoustic-Emission-Based Characterization of Corrosion Damage in Cracked Concrete with Prestressing Strand” ACI Mater. J. 110(1) (2013) pp. 89-98."
11022561,,,,,,,cited by applicant,nplcit,Minardo et al. “Response of Fiber Bragg Gratings to Longitudinal Ultrasonic Waves” IEEE Trans. Ultras. Ferroelec. Freq. Contr. 52(2) (2005) pp. 304-312.
11022561,,,,,,,cited by applicant,nplcit,"Mirinov, M. “Propagation of a flexural wave in a plate whose thickness decreases smoothly to zero in a finite interval” Sov. physics. Acoust. 34(3) (1988) pp. 318-319."
11022561,,,,,,,cited by applicant,nplcit,"Mironov, et al. “One-dimensional acoustic waves in retarding structures with propagation velocity tending to zero” Acoust. Phys. 48(3) (2002) pp. 347-352."
11022561,,,,,,,cited by applicant,nplcit,"Motornov, et al. “Field-Directed Self-Assembly with Locking Nanoparticles” Nano Letters 12(7) (2012) pp. 3814-3820."
11022561,,,,,,,cited by applicant,nplcit,"Naify, et al. “Underwater acoustic omnidirectional absorber” Appl. Phys. Lett. 104(7):073505 (2014) pp. 1-4."
11022561,,,,,,,cited by applicant,nplcit,"O'Boy, et al. “Damping of flexural vibrations in rectangular plates using the acoustic black hole effect” J. Sound Vib. 329(22) (2010) pp. 4672-4688."
11022561,,,,,,,cited by applicant,nplcit,"O'Boy, et al. “Point mobility of a cylindrical plate incorporating a tapered hole of power-law profile” J. Acoust. Soc. Am.129(6) (2011) pp. 3475-3482."
11022561,,,,,,,cited by applicant,nplcit,"O'Boy, et al. “Vibration of a rectangular plate with a central power-law profiled groove by the Rayleigh-Ritz method” Appl. Acoust. 104 (2016) pp. 24-32."
11022561,,,,,,,cited by applicant,nplcit,"Offringa, et al. “Butt-joined, Thermoplastic Stiffened-skin Concept Development” Sampe J. 48(2) (2012) pp. 7-15."
11022561,,,,,,,cited by applicant,nplcit,"Pollock, A.A. “Classical Wave Theory in Practical AE Testing” Progress in AE III—Jap. Soc. Nondestr. Test. (1986) pp. 708-721."
11022561,,,,,,,cited by applicant,nplcit,"Ramaratnam, et al. “Ultrahydrophobic textile surface via decorating fibers with monolayer of reactive nanoparticles and non-fluorinated polymer” Roy. Soc. Chem. (2007) pp. 1-5."
11022561,,,,,,,cited by applicant,nplcit,"Remillieux, et al. “Improving the Air Coupling of Bulk Piezoelectric Transducers with Wedges of Power-Law Profiles: A Numerical Study” Ultrasonics 54(5) (2014) pp. 1409-1416."
11022561,,,,,,,cited by applicant,nplcit,"Seeber, et al. “Surface grafting of thermoresponsive microgel nanoparticles” Soft Matter 7(21) (2011) pp. 9962-9971."
11022561,,,,,,,cited by applicant,nplcit,"Singh, et al. “Surface modification of microporous PVDF membranes by ATRP” J. Membr. Sci. 262(1-2) (2005) pp. 81-90."
11022561,,,,,,,cited by applicant,nplcit,Swamy. “The Alkali-Silica Reaction in Concrete” Blackie and Son Ltd. (1992) pp. 1-348.
11022561,,,,,,,cited by applicant,nplcit,"Tsyalkovsky, et al. “Fluorescent Reactive-Core-Shell Composite Nanoparticles with a High Surface Concentration of Epoxy Functionalities” Chem. Mater. 20(1) (2008) pp. 317-325. (Abstract only)."
11022561,,,,,,,cited by applicant,nplcit,"Van Ingen, et al. “Development of the Gulfstream G650 Induction Welded Thermoplastic Elevators and Rudder” SAMPE Int'l Conf. Exhib. (2010) pp. 1-16."
11022561,,,,,,,cited by applicant,nplcit,"Vatansever, et al. “Toward Fabric-Based Flexible Microfluidic Devices: Pointed Surface Modification for pH Sensitive Liquid Transport” ACS Appl. Mater. Interf. 4(9) (2012) pp. 4541-4548."
11022561,,,,,,,cited by applicant,nplcit,"Wevers, et al. “Ultrasonic Lamb Wave Inspection of Aircraft Components Using Integrated Optical Fibre Sensing Technology” ECNDT Mo.2.7.1 (2006) pp. 1-10."
11022561,,,,,,,cited by applicant,nplcit,"Zdyrko, et al. “Nano-patterning with polymer brushes via solvent-assisted polymer grafting” Soft Matter 4 (2008) pp. 2213-2219."
11022561,,,,,,,cited by applicant,nplcit,"Zdyrko, et al. “Toward protein imprinting with polymer brushes” BioInterphases 4(2) (2009) pp. FA17-FA21."
11022561,,,,,,,cited by applicant,nplcit,"Zdyrko, et al. “Macromolecular anchoring layers for polymer grafting: comparative study” Polymer 47(1) (2006) pp. 272-279."
11022561,,,,,,,cited by applicant,nplcit,"Zdyrko, et al. “Fabrication of optically active flexible polymer films with embedded chain-like arrays of silver nanoparticles” Chem. Commun. (2008) pp. 1284-1286."
11022561,,,,,,,cited by applicant,nplcit,"Zdyrko, et al. “Synthesis and Surface Morphology of High-Density Poly(ethylene glycol) Grafted Layers” Langmuir 19(24) (2003) pp. 10179-10187."
11022561,,,,,,,cited by applicant,nplcit,"Zdyrko, et al. “Polymer brushes as active nanolayers for tunable bacteria adhesion” Mater. Sci. Eng. C 29 (2009) pp. 680-684."
11022561,,,,,,,cited by applicant,nplcit,"Zdyrko, et al. “Polymer Brushes by the “Grafting to” Method.” Macromol. Rap. Comm. 32(12) (2011) pp. 859-869."
11022561,,,,,,,cited by applicant,nplcit,"Zhang, et al. “Build Orientation Determination for Multi-material Deposition Additive Manufacturing with Continuous Fibers” Procedia CIRP (2016) pp. 1-6."
11022561,,,,,,,cited by applicant,nplcit,"Zhao, et al. “Broadband energy harvesting using acoustic black hole structural tailoring” Smart Mater. Struct. 23(6) (2014) pp. 1-9."
11022561,,,,,,,cited by applicant,nplcit,"Zhu, et al. “Phononic thin plates with embedded acoustic black holes” Phys. Rev. B 91(10) (2015) pp. 104304-104308."
11022561,,,,,,,cited by applicant,nplcit,"Zhu, et al. “Design of embedded acoustic lenses in plate-like structures based on periodic acoustic black holes” Proc. SPIE 9435:94350K (2015) pp. 1-9."
11022561,,,,,,,cited by applicant,nplcit,"Ziehl, et al. “Built-In Damage State Detection and Localization Capabilities for Composite Engine Structures” USAF AF093-179 Phase II (2013)."
11022561,,,,,,,cited by applicant,nplcit,"Ziehl, et al. (2013) “Innovative Structural Health Monitoring(SHM) System Capable of Detecting, Localizing, and Characterizing Damage in Composite Aircraft Structures” US Navy N122-110 Phase I (2013) pp. 1-11."
11022561,,,,,,,cited by applicant,nplcit,"Ziehl, P. “Applications of Acoustic Emission Evaluation for Civil Infrastructure” Proc. SPIE (2008) pp. 1-9."
11022976,5402051,5402051,US,,,,cited by applicant,patcit,
11022976,9486921,9486921,US,,,,cited by examiner,patcit,
11022976,9630319,9630319,US,,,,cited by examiner,patcit,
11022976,9802317,9802317,US,,,,cited by examiner,patcit,
11022976,2007/0293958,20070293958,US,,,700 30,cited by examiner,patcit,
11022976,2009/0281661,20090281661,US,,,700258,cited by examiner,patcit,
11022976,2011/0202175,20110202175,US,,,700250,cited by examiner,patcit,
11022976,2011/0288684,20110288684,US,,,700264,cited by examiner,patcit,
11022976,2016/0271795,20160271795,US,,,,cited by examiner,patcit,
11022976,2018/0267552,20180267552,US,,,,cited by examiner,patcit,
11022976,102138769,102138769,CN,,,,cited by applicant,patcit,
11022976,104972462,104972462,CN,,,,cited by applicant,patcit,
11022976,104977926,104977926,CN,,,,cited by applicant,patcit,
11022976,106020207,106020207,CN,,,,cited by applicant,patcit,
11022976,102008050206,102008050206,DE,,,,cited by examiner,patcit,
11022976,0142594,142594,EP,,,,cited by applicant,patcit,
11022976,2002360478,2002360478,JP,,,,cited by examiner,patcit,
11022976,2004326692,2004326692,JP,,,,cited by examiner,patcit,
11022976,2009265801,2009265801,JP,,,,cited by examiner,patcit,
11037024,9082018,9082018,US,,,,cited by examiner,patcit,
11037024,2011/0044533,20110044533,US,,,382155,cited by examiner,patcit,
11037024,2014/0036076,20140036076,US,,,348148,cited by examiner,patcit,
11037024,2016/0078759,20160078759,US,,,701  3,cited by examiner,patcit,
11074292,8922481,8922481,US,,,345156,cited by examiner,patcit,
11074292,10180572,10180572,US,,,,cited by examiner,patcit,
11074292,10539787,10539787,US,,,,cited by examiner,patcit,
11074292,2002/0069072,20020069072,US,,,704275,cited by examiner,patcit,
11074292,2011/0187640,20110187640,US,,,345156,cited by examiner,patcit,
11074292,2011/0246482,20110246482,US,,,707748,cited by examiner,patcit,
11074292,2014/0285521,20140285521,US,,,345633,cited by examiner,patcit,
11074292,2016/0104511,20160104511,US,,,386241,cited by examiner,patcit,
11074292,2016/0283455,20160283455,US,,,,cited by examiner,patcit,
11074292,2017/0206509,20170206509,US,,,,cited by examiner,patcit,
11074292,,,,,,,cited by applicant,nplcit,"International Preliminary Report on Patentability received for PCT Patent Application No. PCT/US2018/067542, dated Jul. 9, 2020, 6 pages."
11082293,6992991,6992991,US,,,,cited by applicant,patcit,
11082293,7062546,7062546,US,,,,cited by applicant,patcit,
11082293,7130870,7130870,US,,,,cited by applicant,patcit,
11082293,8060862,8060862,US,,,,cited by applicant,patcit,
11082293,8156213,8156213,US,,,,cited by applicant,patcit,
11082293,8248958,8248958,US,,,,cited by applicant,patcit,
11082293,8291403,8291403,US,,,,cited by applicant,patcit,
11082293,8589531,8589531,US,,,,cited by applicant,patcit,
11082293,8736611,8736611,US,,,345440,cited by examiner,patcit,
11082293,8938489,8938489,US,,,,cited by applicant,patcit,
11082293,9088491,9088491,US,,,,cited by applicant,patcit,
11082293,9094299,9094299,US,,,,cited by applicant,patcit,
11082293,9170926,9170926,US,,,,cited by applicant,patcit,
11082293,9247436,9247436,US,,,,cited by applicant,patcit,
11082293,9369431,9369431,US,,,,cited by applicant,patcit,
11082293,9600386,9600386,US,,,,cited by applicant,patcit,
11082293,10148506,10148506,US,,,,cited by applicant,patcit,
11082293,2003/0208579,20030208579,US,,,,cited by applicant,patcit,
11082293,2004/0148367,20040148367,US,,,709220,cited by examiner,patcit,
11082293,2004/0221262,20040221262,US,,,717113,cited by examiner,patcit,
11082293,2005/0174994,20050174994,US,,,,cited by applicant,patcit,
11082293,2006/0206864,20060206864,US,,,,cited by applicant,patcit,
11082293,2007/0168493,20070168493,US,,,,cited by applicant,patcit,
11082293,2008/0101419,20080101419,US,,,,cited by applicant,patcit,
11082293,2009/0276771,20090276771,US,,,,cited by applicant,patcit,
11082293,2011/0213480,20110213480,US,,,,cited by applicant,patcit,
11082293,2012/0209867,20120209867,US,,,,cited by applicant,patcit,
11082293,2013/0010626,20130010626,US,,,,cited by applicant,patcit,
11082293,2013/0166774,20130166774,US,,,,cited by applicant,patcit,
11082293,2013/0182712,20130182712,US,,,,cited by applicant,patcit,
11082293,2013/0254524,20130254524,US,,,,cited by applicant,patcit,
11082293,2014/0280833,20140280833,US,,,709223,cited by examiner,patcit,
11082293,2015/0220426,20150220426,US,,,,cited by applicant,patcit,
11082293,2016/0224910,20160224910,US,,,,cited by applicant,patcit,
11082293,2016/0291942,20160291942,US,,,,cited by applicant,patcit,
11082293,2016/0344738,20160344738,US,,,,cited by applicant,patcit,
11082293,2016/0344773,20160344773,US,,,,cited by applicant,patcit,
11082293,2017/0054601,20170054601,US,,,,cited by applicant,patcit,
11082293,2017/0102833,20170102833,US,,,,cited by applicant,patcit,
11082293,2017/0255866,20170255866,US,,,,cited by examiner,patcit,
11082293,2017/0272316,20170272316,US,,,,cited by applicant,patcit,
11082293,2017/0308391,20170308391,US,,,,cited by applicant,patcit,
11082293,2018/0026834,20180026834,US,,,,cited by applicant,patcit,
11082293,2018/0069752,20180069752,US,,,,cited by applicant,patcit,
11082293,2018/0131745,20180131745,US,,,,cited by applicant,patcit,
11082293,2018/0136931,20180136931,US,,,,cited by applicant,patcit,
11082293,2019/0108041,20190108041,US,,,,cited by applicant,patcit,
11082293,2109254,2109254,EP,,,,cited by applicant,patcit,
11082293,,,,,,,cited by applicant,nplcit,"Extended European Search Report received for EP Patent Application No. 19163649.7, dated May 14, 2019, 8 pages."
11082293,,,,,,,cited by applicant,nplcit,"Extended European Search Report received for EP Patent Application No. 19163655.4, dated May 14, 2019, 8 pages."
11082293,,,,,,,cited by applicant,nplcit,"Extended European Search Report received for EP Patent Application No. 19163658.8, dated Jul. 31, 2019, 8 pages."
11082293,,,,,,,cited by applicant,nplcit,"Huang et al., “SAIC: Identifying Configuration Files for System Configuration Management”, Nov. 6, 2017, 17 pages."
11082293,,,,,,,cited by applicant,nplcit,"Langemak, J., “Streamlining Network Change Validation and Testing”, available online at <https://www.networkcomputing.com/networking/streamlining-network-change-validation-and-testing>, Apr. 6, 2016, 5 pages."
11082293,,,,,,,cited by applicant,nplcit,"Pugdeethosapol et al., “Dynamic Configuration of the Computing Nodes of the ALICE 02 System,” IEEE, 2016 13th International Joint Conference on Computer Science and Software Engineering (JCSSE), 2016, 5 pages."
11082293,,,,,,,cited by applicant,nplcit,"Configuration Editor Tool (svcconfigeditor.exe), (Web Page), Mar. 30, 2017, 21 Pgs."
11082293,,,,,,,cited by applicant,nplcit,"Droms, “Dynamic Host Configuration Protocol”, RFC 2131, 1997 (Year: 1997)."
11082293,,,,,,,cited by applicant,nplcit,"Enns et al., “Network Configuration Protocol (NETCONF)”, RFC 6241, 2011 (Year: 2011)."
11082293,,,,,,,cited by applicant,nplcit,"Enns, “NETCONF Configuration Protocol”, RFC 4741, 2006 (Year: 2006)."
11082293,,,,,,,cited by applicant,nplcit,"Huang, Z. et al., SAIC: Identifying Configuration Files for System Configuration Management, (Research Paper), Nov. 6, 2017, 17 Pgs."
11082293,,,,,,,cited by applicant,nplcit,"Kundrat et al., “YANG/NETCONF ROADM: Evolving Open DWDM Toward SDN Applications”, vol. 36, No. 15. 2018, 10 pages."
11082293,,,,,,,cited by applicant,nplcit,"Langemak, J., Streamlining Network Change Validation and Testing, (Web Page), Jun. 4, 2016, 9 Pgs."
11082293,,,,,,,cited by applicant,nplcit,"Merriam-Webster, “Definition of Augment”, 2018, 1 page."
