citing_pub,cited_pub,cited_pub_normalized,cited_pub_country,cited_ipc,cited_cpc,cited_national_class,category,citation_type,cited_npl_text
9961572,2012/0316696,20120316696,US,,,,cited by applicant,patcit,
9961572,2013/0026986,20130026986,US,,,,cited by applicant,patcit,
9961572,2013/0035802,20130035802,US,,,,cited by applicant,patcit,
9961572,2013/0069985,20130069985,US,,,,cited by applicant,patcit,
9961572,2013/0077610,20130077610,US,,,,cited by applicant,patcit,
9961572,2013/0123998,20130123998,US,,,,cited by applicant,patcit,
9961572,2013/0190939,20130190939,US,,,,cited by applicant,patcit,
9961572,2013/0218495,20130218495,US,,,,cited by applicant,patcit,
9961572,2013/0222215,20130222215,US,,,,cited by applicant,patcit,
9961572,2013/0278437,20130278437,US,,,,cited by applicant,patcit,
9961572,2013/0278631,20130278631,US,,,,cited by applicant,patcit,
9961572,2013/0289782,20130289782,US,,,,cited by applicant,patcit,
9961572,2013/0297087,20130297087,US,,,,cited by applicant,patcit,
9961572,2013/0297239,20130297239,US,,,,cited by applicant,patcit,
9961572,2013/0297868,20130297868,US,,,,cited by applicant,patcit,
9961572,2013/0304264,20130304264,US,,,,cited by applicant,patcit,
9961572,2014/0067330,20140067330,US,,,,cited by applicant,patcit,
9961572,2014/0129160,20140129160,US,,,,cited by applicant,patcit,
9961572,2014/0167977,20140167977,US,,,,cited by applicant,patcit,
9961572,2014/0172133,20140172133,US,,,,cited by applicant,patcit,
9961572,2014/0183964,20140183964,US,,,,cited by applicant,patcit,
9961572,2014/0233620,20140233620,US,,,,cited by applicant,patcit,
9961572,2014/0237525,20140237525,US,,,,cited by applicant,patcit,
9961572,2014/0241354,20140241354,US,,,,cited by applicant,patcit,
9961572,2014/0244017,20140244017,US,,,,cited by applicant,patcit,
9961572,2014/0244768,20140244768,US,,,,cited by applicant,patcit,
9961572,2014/0244833,20140244833,US,,,,cited by applicant,patcit,
9961572,2014/0267400,20140267400,US,,,,cited by applicant,patcit,
9961572,2014/0270749,20140270749,US,,,398  5,cited by examiner,patcit,
9961572,2014/0277813,20140277813,US,,,,cited by applicant,patcit,
9961572,2014/0279694,20140279694,US,,,,cited by applicant,patcit,
9961572,2014/0289004,20140289004,US,,,,cited by applicant,patcit,
9961572,2014/0297206,20140297206,US,,,,cited by applicant,patcit,
9961572,2014/0300210,20140300210,US,,,,cited by applicant,patcit,
9961572,2014/0300344,20140300344,US,,,,cited by applicant,patcit,
9961572,2014/0306525,20140306525,US,,,,cited by applicant,patcit,
9961572,2014/0312802,20140312802,US,,,,cited by applicant,patcit,
9961572,2014/0320306,20140320306,US,,,,cited by applicant,patcit,
9961572,2014/0334073,20140334073,US,,,,cited by applicant,patcit,
9961572,2014/0361907,20140361907,US,,,,cited by applicant,patcit,
9961572,2014/0368189,20140368189,US,,,,cited by applicant,patcit,
9961572,2014/0371941,20140371941,US,,,,cited by applicant,patcit,
9961572,2014/0372583,20140372583,US,,,,cited by applicant,patcit,
9961572,2014/0376405,20140376405,US,,,,cited by applicant,patcit,
9961572,2014/0376914,20140376914,US,,,,cited by applicant,patcit,
9961572,2014/0380488,20140380488,US,,,,cited by applicant,patcit,
9961572,2015/0002186,20150002186,US,,,,cited by applicant,patcit,
9961572,2015/0019342,20150019342,US,,,,cited by applicant,patcit,
9961572,2015/0019553,20150019553,US,,,,cited by applicant,patcit,
9961572,2015/0058445,20150058445,US,,,,cited by applicant,patcit,
9961572,2015/0063202,20150063202,US,,,,cited by applicant,patcit,
9961572,2015/0066772,20150066772,US,,,,cited by applicant,patcit,
9961572,2015/0094874,20150094874,US,,,,cited by applicant,patcit,
9961572,2015/0094968,20150094968,US,,,,cited by applicant,patcit,
9961572,2015/0112469,20150112469,US,,,700108,cited by examiner,patcit,
9961572,2015/0121470,20150121470,US,,,,cited by applicant,patcit,
9961572,2015/0127601,20150127601,US,,,,cited by applicant,patcit,
9961572,2015/0142963,20150142963,US,,,,cited by applicant,patcit,
9961572,2015/0148979,20150148979,US,,,,cited by applicant,patcit,
9961572,2015/0149396,20150149396,US,,,,cited by applicant,patcit,
9961572,2015/0155713,20150155713,US,,,,cited by applicant,patcit,
9961572,2015/0163849,20150163849,US,,,702 62,cited by examiner,patcit,
9961572,2015/0179062,20150179062,US,,,,cited by applicant,patcit,
9961572,2015/0200846,20150200846,US,,,,cited by applicant,patcit,
9961572,2015/0220762,20150220762,US,,,,cited by applicant,patcit,
9961572,2015/0256433,20150256433,US,,,,cited by applicant,patcit,
9961572,2015/0256435,20150256435,US,,,,cited by applicant,patcit,
9961572,2015/0281996,20150281996,US,,,,cited by applicant,patcit,
9961572,2015/0288532,20150288532,US,,,,cited by applicant,patcit,
9961572,2015/0294557,20150294557,US,,,,cited by applicant,patcit,
9961572,2015/0311951,20150311951,US,,,,cited by applicant,patcit,
9961572,2015/0370615,20150370615,US,,,,cited by applicant,patcit,
9961572,2016/0029384,20160029384,US,,,,cited by applicant,patcit,
9961572,2016/0134932,20160134932,US,,,,cited by applicant,patcit,
9961572,2016/0214715,20160214715,US,,,,cited by examiner,patcit,
9961572,2016/0327603,20160327603,US,,,,cited by applicant,patcit,
9961572,2016/0360361,20160360361,US,,,,cited by applicant,patcit,
9961572,2017/0003142,20170003142,US,,,,cited by examiner,patcit,
9961572,2017/0108236,20170108236,US,,,,cited by examiner,patcit,
9961572,2017/0134092,20170134092,US,,,,cited by examiner,patcit,
9961572,101860978,101860978,CN,,,,cited by applicant,patcit,
9961572,102255869,102255869,CN,,,,cited by applicant,patcit,
9961572,102355682,102355682,CN,,,,cited by applicant,patcit,
9961572,102412530,102412530,CN,,,,cited by applicant,patcit,
9961572,102508989,102508989,CN,,,,cited by applicant,patcit,
9961572,202513670,202513670,CN,,,,cited by applicant,patcit,
9961572,103078673,103078673,CN,,,,cited by applicant,patcit,
9961572,103209385,103209385,CN,,,,cited by applicant,patcit,
9961572,103313437,103313437,CN,,,,cited by applicant,patcit,
9961572,103488988,103488988,CN,,,,cited by applicant,patcit,
9961572,103810753,103810753,CN,,,,cited by applicant,patcit,
9961572,203965904,203965904,CN,,,,cited by applicant,patcit,
9961572,104238730,104238730,CN,,,,cited by applicant,patcit,
9961572,104333733,104333733,CN,,,,cited by applicant,patcit,
9961572,204142366,204142366,CN,,,,cited by applicant,patcit,
9961572,204203734,204203734,CN,,,,cited by applicant,patcit,
9961572,104485746,104485746,CN,,,,cited by applicant,patcit,
9961572,104581087,104581087,CN,,,,cited by applicant,patcit,
9961572,204465736,204465736,CN,,,,cited by applicant,patcit,
9961572,204595654,204595654,CN,,,,cited by applicant,patcit,
9961572,2296069,2296069,EP,,,,cited by applicant,patcit,
9961572,2818878,2818878,EP,,,,cited by applicant,patcit,
9961572,2721772,2721772,EP,,,,cited by applicant,patcit,
9961572,2009059386,2009059386,WO,,,,cited by applicant,patcit,
9961572,2010003452,2010003452,WO,,,,cited by applicant,patcit,
9961572,2011079358,2011079358,WO,,,,cited by applicant,patcit,
9961572,2012047089,2012047089,WO,,,,cited by applicant,patcit,
9961572,2012122454,2012122454,WO,,,,cited by applicant,patcit,
9961572,2012142586,2012142586,WO,,,,cited by applicant,patcit,
9961572,2012154938,2012154938,WO,,,,cited by applicant,patcit,
9961572,2012155126,2012155126,WO,,,,cited by applicant,patcit,
9961572,2013019595,2013019595,WO,,,,cited by applicant,patcit,
9961572,2013028407,2013028407,WO,,,,cited by applicant,patcit,
9961572,2013123445,2013123445,WO,,,,cited by applicant,patcit,
9961572,2013173230,2013173230,WO,,,,cited by applicant,patcit,
9961572,2014056558,2014056558,WO,,,,cited by applicant,patcit,
9961572,2014091434,2014091434,WO,,,,cited by applicant,patcit,
9961572,2014118622,2014118622,WO,,,,cited by applicant,patcit,
9961572,2014123737,2014123737,WO,,,,cited by applicant,patcit,
9961572,2014124318,2014124318,WO,,,,cited by applicant,patcit,
9961572,2014130568,2014130568,WO,,,,cited by applicant,patcit,
9961572,2014169018,2014169018,WO,,,,cited by applicant,patcit,
9961572,2014175721,2014175721,WO,,,,cited by applicant,patcit,
9961572,2015032164,2015032164,WO,,,,cited by applicant,patcit,
9961572,2015046695,2015046695,WO,,,,cited by applicant,patcit,
9961572,2015073687,2015073687,WO,,,,cited by applicant,patcit,
9961572,2015105658,2015105658,WO,,,,cited by applicant,patcit,
9961572,2015123623,2015123623,WO,,,,cited by applicant,patcit,
9961572,2015131462,2015131462,WO,,,,cited by applicant,patcit,
9961572,2015138447,2015138447,WO,,,,cited by applicant,patcit,
9961572,2015161083,2015161083,WO,,,,cited by applicant,patcit,
9961572,,,,,,,cited by applicant,nplcit,"Amin, R. et al., “Roadmap to Smart Grid Technology: A Review of Smart Information and Communication System,” International Journal of Control and Automation, vol. 7, No. 8, 2014, pp. 407-418."
9961572,,,,,,,cited by applicant,nplcit,"Elyengui, S. et al., “The Enhancement of Communication Technologies and Networks for Smart Grid Applications,” International Journal of Emerging Trends & Technology in Computer Science, vol. 2, issue 6, Nov. 2013, pp. 107-115."
9961572,,,,,,,cited by applicant,nplcit,"Qin, Z., “A Survey of Networking Issues in Smart Grid,” www.cse.wustl.edu/˜jain/cse570-13/ftp/smrtgrid/index.html, Dec. 20, 2013 (12 pages)."
9961572,,,,,,,cited by applicant,nplcit,"GridSense, “Maximize Intelligence and Minimize Costs at the Distribution Level,” http://www.gridsense.com/solutions-products/transformer-monitoring/distribution-transformer-monitoring/, accessed Oct. 13, 2015, 3 pages."
9961572,,,,,,,cited by applicant,nplcit,"Balakrishnan et al., “Models for Planning Capacity Expansion in Local Access Telecommunication Networks,” Massachusetts Institute of Technology Sloan School Working Paper #3048-89-MS, Aug. 1989, 88 pages."
9961572,,,,,,,cited by applicant,nplcit,"Corte-Real et al., “Network flow models for the local access network expansion problem,” Computers & Operations Research vol. 34, 2007, pp. 1141-1157."
9961572,,,,,,,cited by applicant,nplcit,"Bauer, “Bundling, Differentiation, Alliances and Mergers: Convergence Strategies in U.S. Communication Markets,” Communications & Strategies, No. 60, Dec. 2005, online at http://mpra.ub.uni-muenchen.de/2515/, pp. 59-93."
9961572,,,,,,,cited by applicant,nplcit,"Balakrishnan et al., “Models for Planning the Evolution of Local Telecommunication Networks,” Massachusetts Institute of Technology Operations Research Center working paper, OR195-89, May 1989, 80 pages."
9961572,,,,,,,cited by applicant,nplcit,"“Smart meter,” http://en.wikipedia,org/wiki/Smart_meter, Nov. 10, 2009, 4 pages."
9961572,,,,,,,cited by applicant,nplcit,"Smart Grid Northwest, “Qualitrol,” http://smartgridnw.org/membership/member-organizations/qualitrol/, accessed Oct. 13, 2015, 3 pages."
9961572,,,,,,,cited by applicant,nplcit,"Jiang, R. et al., “Energy-theft detection issues for advanced metering infrastructure in smart grid,” IEEE, Tsinghua Science and Technology, vol. 19, Issue 2, Apr. 15, 2014 (16 pages)."
9961572,,,,,,,cited by applicant,nplcit,"Blumsack, S. et al., Abstract of “Ready or not, here comes the smart grid!” Energy, vol. 37, Issue 1, Jan. 2012 (pp. 61-68)."
9961572,,,,,,,cited by applicant,nplcit,"McLaughlin, S. et al., “Energy theft in the advanced metering infrastructure,” Abstract, Critical Information Infrastructures Security, Sep. 30, 2009 (pp. 176-187)."
9961572,,,,,,,cited by applicant,nplcit,"Güngör, V. et al., “Smart Grid Technologies: Communication Technologies and Standards,” IEEE Transactions on Industrial Informatics, vol. 7, No. 4, Nov. 2011, pp. 529-539."
9961572,,,,,,,cited by applicant,nplcit,"Güngör, V. et al., “A Survey on Communication Networks for Electric System Automation,” Feb. 2006, available at: https://smartech.gatech.edu/bitstream/handle/1853/27879/electric_system_automation.pdf."
9961572,,,,,,,cited by applicant,nplcit,"Zaballos, A. et al., “Heterogeneous Communication Architecture for the Smart Grid,” IEEE Network, vol. 25, No. 5, Sep./Oct. 2011, pp. 30-37, available at: http://www.itk.ntnu.no/fag/TTK4545/TTK2/Pensum-filer/SmartGrid.pdf."
9961572,,,,,,,cited by applicant,nplcit,"Clark, A. et al., “Wireless Networks for the Smart Energy Grid: Application Aware Networks,” Proceedings of the International MultiConference of Engineers and Computer Scientists, vol. 2, Mar. 17-19, 2010, available at: http://www.iaeng.org/publication/IMECS2010/IMECS2010_pp1243-1248.pdf."
9961572,,,,,,,cited by applicant,nplcit,"Parikh, P. et al., “Opportunities and Challenges of Wireless Communication Technologies for Smart Grid Applications,” 2010, available at: http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.453.7100&rep=rep1&type=pdf."
9961572,,,,,,,cited by applicant,nplcit,"Devidas, A. R. and Ramesh, M. V., “Wireless Smart Grid Design for Monitoring and Optimizing Electric Transmission in India,” 2010 Fourth International Conference on Sensor Technologies and Applications, Jul. 18-25, 2010, Venice, IEEE, pp. 637-640 (2 pages)."
9961572,,,,,,,cited by applicant,nplcit,"Erol-Kantarci, M. and Mouftah, H. T., “Wireless Multimedia Sensor and Actor Networks for the Next Generation Power Grid,” Ad Hoc Networks, vol. 9, Issue 4, Jun. 2011, pp. 542-551 (2 pages)."
9961572,,,,,,,cited by applicant,nplcit,"Gungor, V. C., Lu, B. and Hancke, G. P., “Opportunities and Challenges of Wireless Sensor Networks in Smart Grid,” IEEE Transactions on Industrial Electronics, vol. 57, No. 10, Oct. 2010, pp. 3557-3564."
9961572,,,,,,,cited by applicant,nplcit,"Nasipuri, A. et al., “Demo Abstract: Wireless Sensor Network for Substation Monitoring: Design and Deployment,” ResearchGate Conference Paper, Jan. 2008 (3 pages)."
9961572,,,,,,,cited by applicant,nplcit,"International Search Report dated Jan. 19, 2017 in international patent application No. PCT/US2016/058407 (3 pages)."
9961572,,,,,,,cited by applicant,nplcit,"International Search Report and Written Opinion dated Oct. 28, 2016 issued in international patent application No. PCT/US2016/045233 (10 pages)."
9961572,,,,,,,cited by applicant,nplcit,"International Search Report and Written Opinion dated Dec. 9, 2016 in international patent application No. PCT/US2016/046509 (13 pages)."
9961572,,,,,,,cited by applicant,nplcit,"International Search Report and Written Opinion dated Dec. 19, 2016 in international patent application No. PCT/US16/50393 (11 pages)."
9961572,,,,,,,cited by applicant,nplcit,"International Search Report and Written Opinion dated Jan. 23, 2017 in international patent application No. PCT/US2016/049245 (16 pages)."
9961572,,,,,,,cited by applicant,nplcit,"International Search Report and Written Opinion dated May 26, 2017 in counterpart international patent application No. PCT/US2017/019434 (10 pages)."
9961572,,,,,,,cited by applicant,nplcit,"International Search Report and Written Opinion dated Jan. 25, 2017 in international patent application No. PCT/US2016/058383 (13 pages)."
9961572,,,,,,,cited by applicant,nplcit,"St. John, Jeff, “How Utilities Could Use Virtual Reality and Google Glass to Monitor the Grid,” Mar. 3, 2015, 6 pages."
9961572,,,,,,,cited by applicant,nplcit,"InfoBright, “Internet of Things Part 8: Smart Grids—the Future of Energy Delivery,” 2014, 2 pages, https://www.infobright.com/index.php/internet-of-things-part-8-smart-grids-future-energy-delivery/#.VdHztvlVhBd."
9961572,,,,,,,cited by applicant,nplcit,"Monnier, Olivier, “A Smarter Grid With the Internet of Things,” Texas Instruments, Oct. 2013, 11 pages."
9961572,,,,,,,cited by applicant,nplcit,"Lockheed Martin, “Self-Powered Ad-hoc Network”, http://www.lockheedmartin.com/us/products/span.html, accessed Nov. 9, 2015."
9961572,,,,,,,cited by applicant,nplcit,"Owada, et al., “Design for Disaster-Tolerant and Dependable Network Architecture,” ICMU 2012, pp. 136-141, Information Processing Society of Japan, 2012."
9961572,,,,,,,cited by applicant,nplcit,"Morganthaler, et al., “UAVNet: A Mobile Wireless Mesh Network Using Unmanned Aerial Vehicles,” available at http://rvs.unibe.ch/research/pub_files/MBZSA12.pdf, 2012."
9961572,,,,,,,cited by applicant,nplcit,"Snow, “Why Drones Are the Future of the Internet of Things”, Dec. 1, 2014, available at https://www.suasnews.com/2014/12/why-drones-are-the-future-of-the-internet-of-things/."
9961572,,,,,,,cited by applicant,nplcit,"International Search Report and Written Opinion, International Application No. PCT/US2017/46991, dated Nov. 21, 2017 (8 pages)."
9961572,,,,,,,cited by applicant,nplcit,"Detlef Zuehlke, “SmartFactory—Towards a factory-of-things.” Annual Reviews in Control, 34.1, Mar. 28, 2010, pp. 129-138."
9961572,,,,,,,cited by applicant,nplcit,"Artem Katasonov, et al., “Smart Semantic Middleware for the Internet of Things”, Jan. 2008, 11 pages."
9961572,,,,,,,cited by applicant,nplcit,"Andrea Zanella, et al., “Internet of Things for Smart Cities.” IEEE Internet of Things Journal, vol. 1, Iss. 1, Feb. 2014, pp. 22-32."
9961572,,,,,,,cited by applicant,nplcit,"Dieter Uckelmann, et al., “An Architectural Approach Towards the Future Internet of Things.” Architecting the Internet of Things, Springer-Verlag Berlin Heidelberg, 2011, pp. 1-24."
9961572,,,,,,,cited by applicant,nplcit,"Ning Zhong, et al., “Research challenges and perspectives on Wisdom Web of Things (W2T).” The Journal of Supercomputing, Nov. 26, 2010, 21 pages."
9964948,5657226,5657226,US,,,180167,cited by examiner,patcit,
9964948,5684696,5684696,US,,,318587,cited by examiner,patcit,
9964948,5838562,5838562,US,,,180167,cited by examiner,patcit,
9964948,6515377,6515377,US,,,307 101,cited by examiner,patcit,
9964948,8237389,8237389,US,,,180271,cited by examiner,patcit,
9964948,9494439,9494439,US,,,,cited by applicant,patcit,
9964948,2007/0198142,20070198142,US,,,701  3,cited by examiner,patcit,
9964948,2008/0086241,20080086241,US,,,701  2,cited by examiner,patcit,
9964948,2008/0091309,20080091309,US,,,701  1,cited by examiner,patcit,
9964948,2009/0079839,20090079839,US,,,3482181,cited by examiner,patcit,
9964948,2009/0281676,20090281676,US,,,700295,cited by examiner,patcit,
9964948,2010/0106356,20100106356,US,,,701 25,cited by examiner,patcit,
9964948,2012/0143430,20120143430,US,,,701 28,cited by examiner,patcit,
9964948,2014/0136045,20140136045,US,,,701 23,cited by examiner,patcit,
9964948,2014/0303827,20140303827,US,,,701 23,cited by examiner,patcit,
9964948,2015/0039157,20150039157,US,,,701  2,cited by examiner,patcit,
9964948,2015/0097669,20150097669,US,,,34053913,cited by examiner,patcit,
9964948,2015/0248131,20150248131,US,,,701  2,cited by examiner,patcit,
9964948,2015/0254986,20150254986,US,,,707687,cited by examiner,patcit,
9964948,2015/0338852,20150338852,US,,,701  2,cited by examiner,patcit,
9964948,2016/0316363,20160316363,US,,,,cited by examiner,patcit,
9964948,2016/0334229,20160334229,US,,,,cited by examiner,patcit,
9965965,5721691,5721691,US,,,,cited by applicant,patcit,
9965965,6037945,6037945,US,,,,cited by applicant,patcit,
9965965,6810383,6810383,US,,,,cited by applicant,patcit,
9965965,6816819,6816819,US,,,,cited by applicant,patcit,
9965965,6826539,6826539,US,,,,cited by applicant,patcit,
9965965,6829584,6829584,US,,,,cited by applicant,patcit,
9965965,7363157,7363157,US,,,,cited by applicant,patcit,
9965965,8078436,8078436,US,,,,cited by applicant,patcit,
9965965,8170840,8170840,US,,,,cited by applicant,patcit,
9965965,8209152,8209152,US,,,,cited by applicant,patcit,
9965965,8229768,8229768,US,,,,cited by applicant,patcit,
9965965,8345578,8345578,US,,,,cited by applicant,patcit,
9965965,8346578,8346578,US,,,,cited by applicant,patcit,
9965965,8473125,8473125,US,,,,cited by applicant,patcit,
9965965,8542880,8542880,US,,,,cited by applicant,patcit,
9965965,8718838,8718838,US,,,,cited by applicant,patcit,
9965965,8818572,8818572,US,,,244 751,cited by examiner,patcit,
9965965,8818770,8818770,US,,,,cited by applicant,patcit,
9965965,8823732,8823732,US,,,,cited by applicant,patcit,
9965965,8825454,8825454,US,,,,cited by applicant,patcit,
9965965,9129376,9129376,US,,,,cited by applicant,patcit,
9965965,9135737,9135737,US,,,,cited by applicant,patcit,
9965965,9152863,9152863,US,,,,cited by applicant,patcit,
9965965,9162753,9162753,US,,,,cited by examiner,patcit,
9965965,9501700,9501700,US,,,,cited by applicant,patcit,
9965965,9505494,9505494,US,,,,cited by examiner,patcit,
9965965,9513635,9513635,US,,,,cited by examiner,patcit,
9965965,9563201,9563201,US,,,,cited by applicant,patcit,
9965965,9609288,9609288,US,,,,cited by examiner,patcit,
9965965,9613538,9613538,US,,,,cited by examiner,patcit,
9965965,9618940,9618940,US,,,,cited by examiner,patcit,
9965965,9639960,9639960,US,,,,cited by applicant,patcit,
9965965,9734397,9734397,US,,,,cited by applicant,patcit,
9965965,9805261,9805261,US,,,,cited by applicant,patcit,
9965965,9823658,9823658,US,,,,cited by applicant,patcit,
9965965,2002/0013644,20020013644,US,,,,cited by applicant,patcit,
9965965,2002/0169664,20020169664,US,,,,cited by applicant,patcit,
9965965,2003/0033242,20030033242,US,,,,cited by applicant,patcit,
9965965,2003/0210168,20030210168,US,,,,cited by applicant,patcit,
9965965,2004/0066917,20040066917,US,,,,cited by applicant,patcit,
9965965,2004/0167861,20040167861,US,,,,cited by applicant,patcit,
9965965,2004/0177373,20040177373,US,,,,cited by applicant,patcit,
9965965,2005/0267657,20050267657,US,,,,cited by applicant,patcit,
9965965,2009/0201190,20090201190,US,,,,cited by applicant,patcit,
9965965,2009/0265193,20090265193,US,,,705  4,cited by examiner,patcit,
9965965,2010/0215212,20100215212,US,,,382100,cited by examiner,patcit,
9965965,2010/0277723,20100277723,US,,,,cited by applicant,patcit,
9965965,2012/0237083,20120237083,US,,,,cited by applicant,patcit,
9965965,2013/0216089,20130216089,US,,,382100,cited by examiner,patcit,
9965965,2014/0168420,20140168420,US,,,,cited by applicant,patcit,
9965965,2014/0316614,20140316614,US,,,,cited by applicant,patcit,
9965965,2014/0316616,20140316616,US,,,,cited by applicant,patcit,
9965965,2014/0324405,20140324405,US,,,703  6,cited by examiner,patcit,
9965965,2014/0336928,20140336928,US,,,701468,cited by examiner,patcit,
9965965,2015/0019267,20150019267,US,,,,cited by applicant,patcit,
9965965,2015/0148955,20150148955,US,,,,cited by applicant,patcit,
9965965,2015/0220085,20150220085,US,,,701  2,cited by examiner,patcit,
9965965,2015/0348204,20150348204,US,,,,cited by applicant,patcit,
9965965,2015/0371346,20150371346,US,,,705 271,cited by examiner,patcit,
9965965,2015/0377405,20150377405,US,,,,cited by applicant,patcit,
9965965,2016/0004795,20160004795,US,,,703  1,cited by examiner,patcit,
9965965,2016/0148363,20160148363,US,,,,cited by applicant,patcit,
9965965,2016/0246304,20160246304,US,,,,cited by applicant,patcit,
9965965,2016/0247115,20160247115,US,,,,cited by examiner,patcit,
9965965,2016/0253808,20160253808,US,,,,cited by applicant,patcit,
9965965,2016/0272308,20160272308,US,,,,cited by applicant,patcit,
9965965,2016/0292872,20160292872,US,,,,cited by examiner,patcit,
9965965,2016/0301859,20160301859,US,,,,cited by applicant,patcit,
9965965,2016/0307447,20160307447,US,,,,cited by examiner,patcit,
9965965,2016/0321503,20160321503,US,,,,cited by examiner,patcit,
9965965,2016/0327959,20160327959,US,,,,cited by applicant,patcit,
9965965,2016/0365825,20160365825,US,,,,cited by applicant,patcit,
9965965,2016/0377424,20160377424,US,,,,cited by applicant,patcit,
9965965,2017/0053169,20170053169,US,,,,cited by applicant,patcit,
9965965,2017/0193829,20170193829,US,,,,cited by applicant,patcit,
9965965,2017/0249510,20170249510,US,,,,cited by applicant,patcit,
9965965,2017/0270612,20170270612,US,,,,cited by applicant,patcit,
9965965,2017/0270650,20170270650,US,,,,cited by applicant,patcit,
9965965,2016/053438,2016053438,WO,,,,cited by applicant,patcit,
9965965,,,,,,,cited by applicant,nplcit,"USPTO Non-final Office Action; U.S. Appl. No. 15/444,164; dated Apr. 21, 2017."
9965965,,,,,,,cited by applicant,nplcit,"USPTO Non-final Office Action; U.S. Appl. No. 15/360,630; dated Apr. 13, 2017."
9965965,,,,,,,cited by applicant,nplcit,"USPTO Non-final Office Action; U.S. Appl. No. 15/388,754; dated May 26, 2017."
9965965,,,,,,,cited by applicant,nplcit,"USPTO Notice of Allowance; U.S. Appl. No. 15/360,630; dated Jun. 21, 2017."
9965965,,,,,,,cited by applicant,nplcit,"USPTO Non-final Office Action; U.S. Appl. No. 15/446,202; dated Jun. 28, 2017."
9965965,,,,,,,cited by applicant,nplcit,"USPTO Final Office Action; U.S. Appl. No. 15/444,164; dated Jul. 14, 2017."
9965965,,,,,,,cited by applicant,nplcit,"USPTO Notice of Allowance; U.S. Appl. No. 15/388,754; dated Oct. 5, 2017."
9965965,,,,,,,cited by applicant,nplcit,"USPTO Final Office Action; U.S. Appl. No. 15/446,202; dated Nov. 8, 2017."
9965965,,,,,,,cited by applicant,nplcit,"Autonomous MAV—Cues, Cooper Bills et al., IEEE, 978-1-61284-385-8, 2011, pp. 5776-5783."
9965965,,,,,,,cited by applicant,nplcit,"Unmanned—Monitoring, C. Eschmann et al., ResearchGate, 2012, pp. 1-8."
9965965,,,,,,,cited by applicant,nplcit,"U.S. Appl. No. 15/796,672, Non-Final Office Action dated Dec. 14, 2017."
9965965,,,,,,,cited by applicant,nplcit,"U.S. Appl. No. 15/708,471, Non-Final Office Action dated Jan. 5, 2018."
9965965,,,,,,,cited by applicant,nplcit,"PCT Application No. PCT/US2017/059990, International Search Report dated Jan. 29, 2018."
9965965,,,,,,,cited by applicant,nplcit,"PCT Application No. PCT/US2017/059990, Written Opinion dated Jan. 29, 2018."
9990836,2002/0044682,20020044682,US,,,382154,cited by examiner,patcit,
9990836,2012/0327175,20120327175,US,,,348 1408,cited by examiner,patcit,
9995086,4629014,4629014,US,,,173141,cited by examiner,patcit,
9995086,2012/0318581,20120318581,US,,,175 57,cited by examiner,patcit,
10044563,7246229,7246229,US,,,713100,cited by examiner,patcit,
10044563,7987146,7987146,US,,,,cited by applicant,patcit,
10044563,8301613,8301613,US,,,,cited by applicant,patcit,
10044563,8365019,8365019,US,,,,cited by applicant,patcit,
10044563,8799436,8799436,US,,,,cited by applicant,patcit,
10044563,2005/0097396,20050097396,US,,,,cited by applicant,patcit,
10044563,2007/0022000,20070022000,US,,,,cited by applicant,patcit,
10044563,2007/0100712,20070100712,US,,,,cited by applicant,patcit,
10044563,2009/0063387,20090063387,US,,,,cited by applicant,patcit,
10044563,2010/0131315,20100131315,US,,,705  738,cited by examiner,patcit,
10044563,,,,,,,cited by applicant,nplcit,"A. Medem et al., “TroubleMiner: Mining Network Trouble Tickets,” IFIP/IEEE International Symposium on Integrated Network Management-Workshops (IM), Jun. 2009, pp. 113-119."
10044563,,,,,,,cited by applicant,nplcit,"L. Tang et al., “Identifying Missed Monitoring Alerts Based on Unstructured Incident Tickets,” 9th International Conference on Network and Service Management (CNSM), Oct. 2013, pp. 143-146, Zurich, Germany."
10044563,,,,,,,cited by applicant,nplcit,"I. Rish et al., “Adaptive Diagnosis in Distributed Systems,” IEEE Transactions on Neural Networks, Sep. 2005, pp. 1088-1109, vol. 16, No. 5."
10044563,,,,,,,cited by applicant,nplcit,"L. Shwartz et al., “Quality of IT Service Delivery—Analysis and Framework for Human Error Prevention,” IEEE International Conference on Service-Oriented Computing and Applications (SOCA), Dec. 2010, pp. 1-8."
10044563,,,,,,,cited by applicant,nplcit,"D. Scott, “Best Practices for Continuous Application Availability,” Gartner IT Security Summit 2005, Jun. 2005, 21 pages."
10044563,,,,,,,cited by applicant,nplcit,"J. Druebert, “Changes, Incidents & Uninteded Consequences,” ITSM Watch, http://www.itsmwatch.com/itil/article.php/3866396/Changes-Incidents--Unintended-Consequences.htm, Feb. 22, 2010, 3 pages."
10044563,,,,,,,cited by applicant,nplcit,"L. Tang et al., “Recommending Resolutions for Problems Identified by Monitoring,” IFIP/IEEE International Symposium on Integrated Network Management (IM 2013), May 2013, 9 pages."
10044563,,,,,,,cited by applicant,nplcit,"J. Bogojeska et al., “Classifying Server Behavior and Predicting Impact of Modernization Actions,” 9th International Conference on Network and Service Management (CNSM), Oct. 2013, pp. 59-66."
