doc_id,domain,year,dominant_topic,max_prob
PAP468,paper,2026,3,0.5318
PAP469,paper,2025,3,0.5509
PAP470,paper,2026,3,0.6782
PAP471,paper,2025,3,0.7043
PAP472,paper,2026,3,0.2769
PAP473,paper,2026,3,0.6553
PAP474,paper,2025,3,0.1988
PAP475,paper,2025,3,0.7571
PAP476,paper,2025,3,0.3532
PAP477,paper,2025,8,0.396
PAP478,paper,2025,3,0.5157
PAP479,paper,2025,11,0.3624
PAP480,paper,2026,3,0.3367
PAP481,paper,2026,3,0.4833
PAP482,paper,2026,8,0.543
PAP483,paper,2025,3,0.5089
PAP484,paper,2025,3,0.5018
PAP485,paper,2025,14,0.4635
PAP486,paper,2026,8,0.359
PAP487,paper,2025,3,0.6767
PAP488,paper,2026,8,0.5359
PAP489,paper,2025,3,0.6279
PAP490,paper,2026,8,0.5103
PAP491,paper,2026,8,0.5395
PAP492,paper,2026,8,0.5545
PAP493,paper,2026,3,0.4817
PAP494,paper,2026,14,0.4052
PAP495,paper,2025,11,0.3575
PAP496,paper,2025,3,0.5563
PAP497,paper,2025,8,0.39
PAP498,paper,2026,3,0.5473
PAP499,paper,2025,3,0.5209
PAP500,paper,2025,14,0.3557
PAP501,paper,2025,5,0.3515
PAP502,paper,2025,3,0.401
PAP503,paper,2025,8,0.3812
PAP504,paper,2025,8,0.3452
PAP505,paper,2025,3,0.6408
PAP506,paper,2024,8,0.4948
PAP507,paper,2025,14,0.3757
PAP508,paper,2025,3,0.5032
PAP509,paper,2025,8,0.3832
PAP510,paper,2025,8,0.3974
PAP511,paper,2025,8,0.3944
PAP512,paper,2025,8,0.5494
PAP513,paper,2025,8,0.3661
PAP514,paper,2025,3,0.285
PAP515,paper,2025,3,0.3045
PAP516,paper,2025,3,0.3894
PAP517,paper,2025,8,0.3625
PAP518,paper,2025,8,0.3323
PAP519,paper,2025,8,0.3432
PAP520,paper,2025,8,0.614
PAP521,paper,2025,8,0.4603
PAP522,paper,2025,3,0.4124
PAP523,paper,2025,8,0.4215
PAP524,paper,2025,3,0.4091
PAP525,paper,2024,3,0.4941
PAP526,paper,2025,14,0.5232
PAP527,paper,2025,3,0.552
PAP528,paper,2025,3,0.4047
PAP529,paper,2025,8,0.4401
PAP530,paper,2025,3,0.3304
PAP531,paper,2024,8,0.546
PAP532,paper,2025,3,0.7291
PAP533,paper,2024,3,0.4297
PAP534,paper,2025,8,0.443
PAP535,paper,2025,3,0.3773
PAP536,paper,2025,8,0.3966
PAP537,paper,2025,8,0.218
PAP538,paper,2025,14,0.4032
PAP539,paper,2025,3,0.3759
PAP540,paper,2025,3,0.5274
PAP541,paper,2025,3,0.5128
PAP542,paper,2025,8,0.4283
PAP543,paper,2025,3,0.4213
PAP544,paper,2025,3,0.2767
PAP545,paper,2024,3,0.352
PAP546,paper,2025,8,0.3716
PAP547,paper,2024,11,0.3549
PAP548,paper,2025,8,0.6446
PAP549,paper,2025,3,0.5318
PAP550,paper,2025,3,0.6795
PAP551,paper,2025,3,0.4116
PAP552,paper,2025,8,0.3915
PAP553,paper,2025,8,0.4786
PAP554,paper,2025,8,0.4554
PAP555,paper,2025,8,0.4684
PAP556,paper,2024,3,0.6511
PAP557,paper,2025,14,0.2882
PAP558,paper,2025,3,0.2978
PAP559,paper,2025,8,0.5729
PAP560,paper,2025,3,0.4176
PAP561,paper,2025,3,0.4643
PAP562,paper,2025,3,0.5066
PAP563,paper,2025,8,0.4287
PAP564,paper,2025,3,0.3803
PAP565,paper,2025,8,0.399
PAP566,paper,2025,3,0.4952
PAP567,paper,2025,8,0.3686
PAP568,paper,2025,8,0.3936
PAP569,paper,2024,1,0.3675
PAP570,paper,2025,3,0.4224
PAP571,paper,2025,3,0.4854
PAP572,paper,2025,11,0.5261
PAP573,paper,2025,3,0.4886
PAP574,paper,2025,11,0.4052
PAP575,paper,2024,8,0.4321
PAP576,paper,2025,3,0.4298
PAP577,paper,2025,3,0.3214
PAP578,paper,2025,3,0.63
PAP579,paper,2025,3,0.5261
PAP580,paper,2025,3,0.6578
PAP581,paper,2025,3,0.4242
PAP582,paper,2025,8,0.6526
PAP583,paper,2025,8,0.6065
PAP584,paper,2025,14,0.3707
PAP585,paper,2025,14,0.7159
PAP586,paper,2025,8,0.2981
PAP587,paper,2025,8,0.3623
PAP588,paper,2025,3,0.3661
PAP589,paper,2025,3,0.6233
PAP590,paper,2025,14,0.5697
PAP591,paper,2025,14,0.2623
PAP592,paper,2024,3,0.6092
PAP593,paper,2025,8,0.3222
PAP594,paper,2025,3,0.4532
PAP595,paper,2025,3,0.5611
PAP596,paper,2025,3,0.4186
PAP597,paper,2025,3,0.4575
PAP598,paper,2025,3,0.4225
PAP599,paper,2025,11,0.2841
PAP600,paper,2025,11,0.6151
PAP601,paper,2025,8,0.519
PAP602,paper,2025,1,0.301
PAP603,paper,2025,8,0.3706
PAP604,paper,2025,8,0.5783
PAP605,paper,2025,3,0.3449
PAP606,paper,2025,3,0.5008
PAP607,paper,2025,3,0.3718
PAP608,paper,2024,8,0.4525
PAP609,paper,2025,3,0.2831
PAP610,paper,2025,3,0.301
PAP611,paper,2025,14,0.5587
PAP612,paper,2025,3,0.4013
PAP613,paper,2024,3,0.6463
PAP614,paper,2024,8,0.3684
PAP615,paper,2025,3,0.3568
PAP616,paper,2025,14,0.5079
PAP617,paper,2025,8,0.4951
PAP618,paper,2024,3,0.4129
PAP619,paper,2025,8,0.4731
PAP620,paper,2025,3,0.4336
PAP621,paper,2024,14,0.4619
PAP622,paper,2025,3,0.4166
PAP623,paper,2025,3,0.4863
PAP624,paper,2025,3,0.4025
PAP625,paper,2024,8,0.3613
PAP626,paper,2025,8,0.3705
PAP627,paper,2025,3,0.3398
PAP628,paper,2025,3,0.5586
PAP629,paper,2025,3,0.5976
PAP630,paper,2025,3,0.6009
PAP631,paper,2025,3,0.5742
PAP632,paper,2025,8,0.4226
PAP633,paper,2025,11,0.4307
PAP634,paper,2025,8,0.4997
PAP635,paper,2025,3,0.3668
PAP636,paper,2025,3,0.3575
PAP637,paper,2025,3,0.7932
PAP638,paper,2025,8,0.5031
PAP639,paper,2025,3,0.5018
PAP640,paper,2025,3,0.462
PAP641,paper,2025,8,0.3748
PAP642,paper,2025,8,0.2867
PAP643,paper,2025,3,0.3205
PAP644,paper,2025,3,0.4189
PAP645,paper,2025,3,0.6687
PAP646,paper,2025,3,0.6145
PAP647,paper,2025,3,0.3418
PAP648,paper,2024,8,0.4878
PAP649,paper,2025,8,0.5648
PAP650,paper,2025,13,0.2669
PAP651,paper,2024,3,0.4655
PAP652,paper,2025,8,0.3524
PAP653,paper,2024,3,0.6602
PAP654,paper,2025,3,0.4267
PAP655,paper,2024,3,0.4545
PAP656,paper,2025,8,0.4858
PAP657,paper,2025,8,0.5207
PAP658,paper,2025,11,0.315
PAP659,paper,2025,8,0.3425
PAP660,paper,2025,3,0.3206
PAP661,paper,2025,3,0.3054
PAP662,paper,2025,3,0.6251
PAP663,paper,2025,3,0.4467
PAP664,paper,2025,3,0.3949
PAP665,paper,2025,3,0.545
PAP666,paper,2025,3,0.3208
PAP667,paper,2025,3,0.6591
PAP668,paper,2025,3,0.3705
PAP669,paper,2025,8,0.4574
PAP670,paper,2025,8,0.4009
PAP671,paper,2025,3,0.5783
PAP672,paper,2024,8,0.5195
PAP673,paper,2024,3,0.3576
PAP674,paper,2025,8,0.4734
PAP675,paper,2025,3,0.4598
PAP676,paper,2025,8,0.4277
PAP677,paper,2025,3,0.5238
PAP678,paper,2025,3,0.5501
PAP679,paper,2024,8,0.5119
PAP680,paper,2025,8,0.3965
PAP681,paper,2025,3,0.2855
PAP682,paper,2024,3,0.3016
PAP683,paper,2024,3,0.3522
PAP684,paper,2025,3,0.7098
PAP685,paper,2025,3,0.6062
PAP686,paper,2025,3,0.4355
PAP687,paper,2025,3,0.3642
PAP688,paper,2025,8,0.4889
PAP689,paper,2025,8,0.397
PAP690,paper,2025,3,0.4952
PAP691,paper,2025,3,0.4649
PAP692,paper,2025,8,0.274
PAP693,paper,2025,3,0.5993
PAP694,paper,2025,1,0.3606
PAP695,paper,2025,8,0.3953
PAP696,paper,2025,3,0.6177
PAP697,paper,2024,8,0.4724
PAP698,paper,2025,3,0.2464
PAP699,paper,2024,3,0.2676
PAP700,paper,2025,3,0.3925
PAP701,paper,2024,11,0.4582
PAP702,paper,2025,3,0.5742
PAP703,paper,2024,8,0.3876
PAP704,paper,2025,8,0.4588
PAP705,paper,2025,8,0.6988
PAP706,paper,2024,3,0.6431
PAP707,paper,2024,14,0.2924
PAP708,paper,2024,8,0.4031
PAP709,paper,2025,3,0.6008
PAP710,paper,2025,14,0.4268
PAP711,paper,2025,8,0.3612
PAP712,paper,2025,3,0.5354
PAP713,paper,2025,3,0.6084
PAP714,paper,2025,3,0.5024
PAP715,paper,2024,11,0.3792
PAP716,paper,2025,3,0.3429
PAP717,paper,2025,3,0.4837
PAP718,paper,2025,3,0.3932
PAP719,paper,2025,3,0.571
PAP720,paper,2025,3,0.514
PAP721,paper,2024,3,0.3702
PAP722,paper,2025,8,0.326
PAP723,paper,2025,3,0.4303
PAP724,paper,2025,8,0.3556
PAP725,paper,2025,8,0.5727
PAP726,paper,2025,3,0.5633
PAP727,paper,2025,3,0.4012
PAP728,paper,2024,14,0.284
PAP729,paper,2024,3,0.3676
PAP730,paper,2025,8,0.4515
PAP731,paper,2025,14,0.6395
PAP732,paper,2025,3,0.348
PAP733,paper,2025,3,0.4525
PAP734,paper,2025,3,0.547
PAP735,paper,2024,14,0.4494
PAP736,paper,2025,3,0.3814
PAP737,paper,2025,3,0.5386
PAP738,paper,2025,8,0.5578
PAP739,paper,2025,8,0.4476
PAP740,paper,2025,8,0.3675
PAP741,paper,2025,14,0.5624
PAP742,paper,2025,3,0.5236
PAP743,paper,2025,11,0.2615
PAP744,paper,2025,8,0.4482
PAP745,paper,2025,3,0.3032
PAP746,paper,2025,8,0.4356
PAP747,paper,2025,8,0.5674
PAP748,paper,2025,3,0.5456
PAP749,paper,2025,3,0.4145
PAP750,paper,2025,8,0.4629
PAP751,paper,2024,8,0.5064
PAP752,paper,2025,8,0.4869
PAP753,paper,2025,11,0.4255
PAP754,paper,2025,3,0.3096
PAP755,paper,2025,8,0.5789
PAP756,paper,2025,3,0.2776
PAP757,paper,2025,3,0.566
PAP758,paper,2025,8,0.6103
PAP759,paper,2025,8,0.4642
PAP760,paper,2025,14,0.3985
PAP761,paper,2025,3,0.3407
PAP762,paper,2024,3,0.6511
PAP763,paper,2025,8,0.3656
PAP764,paper,2025,3,0.4784
PAP765,paper,2025,8,0.464
PAP766,paper,2025,14,0.3744
PAP767,paper,2025,8,0.3611
PAP768,paper,2024,8,0.4314
PAP769,paper,2025,8,0.5217
PAP770,paper,2025,14,0.4989
PAP771,paper,2025,14,0.5002
PAP772,paper,2025,14,0.3707
PAP773,paper,2025,8,0.3622
PAP774,paper,2025,3,0.4501
PAP775,paper,2025,3,0.3339
PAP776,paper,2024,8,0.4366
PAP777,paper,2025,3,0.3614
PAP778,paper,2025,3,0.6475
PAP779,paper,2024,8,0.3434
PAP780,paper,2025,3,0.4944
PAP781,paper,2025,14,0.514
PAP782,paper,2025,3,0.7717
PAP783,paper,2025,3,0.6288
PAP784,paper,2025,3,0.3766
PAP785,paper,2025,3,0.4681
PAP786,paper,2025,3,0.7631
PAP787,paper,2025,3,0.4276
PAP788,paper,2025,3,0.3416
PAP789,paper,2025,14,0.4412
PAP790,paper,2025,3,0.3627
PAP791,paper,2025,8,0.445
PAP792,paper,2025,14,0.4516
PAP793,paper,2024,3,0.663
PAP794,paper,2025,3,0.3097
PAP795,paper,2025,3,0.3481
PAP796,paper,2025,3,0.3768
PAP797,paper,2025,11,0.3362
PAP798,paper,2025,14,0.4696
PAP799,paper,2025,8,0.4847
PAP800,paper,2025,3,0.4995
PAP801,paper,2025,8,0.2685
PAP802,paper,2025,3,0.5935
PAP803,paper,2025,8,0.2088
PAP804,paper,2025,14,0.4502
PAP805,paper,2025,8,0.3734
PAP806,paper,2025,11,0.3849
PAP807,paper,2025,11,0.2543
PAP808,paper,2025,3,0.6001
PAP809,paper,2025,3,0.5169
PAP810,paper,2025,8,0.426
PAP811,paper,2025,8,0.5037
PAP812,paper,2025,3,0.4376
PAP813,paper,2025,14,0.4576
PAP814,paper,2025,3,0.3884
PAP815,paper,2025,8,0.4591
PAP816,paper,2025,3,0.6434
PAP817,paper,2025,3,0.2704
PAP818,paper,2025,8,0.4188
PAP819,paper,2024,14,0.5275
PAP820,paper,2025,3,0.4399
PAP821,paper,2025,3,0.3367
PAP822,paper,2025,3,0.2674
PAP823,paper,2025,8,0.4715
PAP824,paper,2025,3,0.4969
PAP825,paper,2025,3,0.3684
PAP826,paper,2024,3,0.4433
PAP827,paper,2025,14,0.4284
PAP828,paper,2025,8,0.6829
PAP829,paper,2025,8,0.472
PAP830,paper,2025,3,0.6867
PAP831,paper,2025,3,0.4274
PAP832,paper,2024,14,0.383
PAP833,paper,2025,3,0.4149
PAP834,paper,2025,3,0.4537
PAP835,paper,2025,8,0.5784
PAP836,paper,2024,14,0.3739
PAP837,paper,2025,3,0.615
PAP838,paper,2025,8,0.268
PAP839,paper,2024,8,0.6625
PAP840,paper,2025,8,0.3226
PAP841,paper,2025,11,0.482
PAP842,paper,2025,3,0.5924
PAP843,paper,2025,8,0.5416
PAP844,paper,2025,3,0.5718
PAP845,paper,2025,8,0.5256
PAP846,paper,2024,11,0.4986
PAP847,paper,2025,3,0.6147
PAP848,paper,2025,11,0.3584
PAP849,paper,2025,8,0.2954
PAP850,paper,2025,3,0.5627
PAP851,paper,2025,8,0.461
PAP852,paper,2025,8,0.4142
PAP853,paper,2025,3,0.376
PAP854,paper,2025,3,0.3997
PAP855,paper,2025,8,0.6211
PAP856,paper,2025,8,0.4352
PAP857,paper,2024,8,0.592
PAP858,paper,2025,3,0.3168
PAP859,paper,2025,3,0.7601
PAP860,paper,2025,3,0.5098
PAP861,paper,2024,3,0.4718
PAP862,paper,2025,3,0.535
PAP863,paper,2025,3,0.575
PAP864,paper,2025,8,0.31
PAP865,paper,2025,8,0.3216
PAP866,paper,2024,8,0.33
PAP867,paper,2024,8,0.3026
PAP868,paper,2025,3,0.5777
PAP869,paper,2025,3,0.3515
PAP870,paper,2025,8,0.2996
PAP871,paper,2025,3,0.4039
PAP872,paper,2025,8,0.4761
PAP873,paper,2025,3,0.3564
PAP874,paper,2025,8,0.2716
PAP875,paper,2025,3,0.6355
PAP876,paper,2025,14,0.3245
PAP877,paper,2025,8,0.5202
PAP878,paper,2024,8,0.3298
PAP879,paper,2025,3,0.5055
PAP880,paper,2024,3,0.2843
PAP881,paper,2025,14,0.6309
PAP882,paper,2025,8,0.4701
PAP883,paper,2025,3,0.4233
PAP884,paper,2025,3,0.4802
PAP885,paper,2025,8,0.6306
PAP886,paper,2025,8,0.49
PAP887,paper,2025,8,0.4916
PAP888,paper,2025,8,0.4846
PAP889,paper,2025,11,0.4418
PAP890,paper,2025,3,0.364
PAP891,paper,2025,3,0.4719
PAP892,paper,2025,3,0.3903
PAP893,paper,2025,3,0.307
PAP894,paper,2024,3,0.704
PAP895,paper,2025,3,0.5217
PAP896,paper,2024,3,0.5904
PAP897,paper,2025,8,0.5459
PAP898,paper,2025,8,0.4507
PAP899,paper,2024,14,0.5184
PAP900,paper,2025,3,0.3115
PAP901,paper,2025,14,0.2525
PAP902,paper,2025,3,0.3309
PAP903,paper,2025,3,0.3499
PAP904,paper,2025,3,0.4084
PAP905,paper,2025,3,0.5962
PAP906,paper,2025,14,0.4822
PAP907,paper,2025,8,0.4083
PAP908,paper,2025,3,0.4911
PAP909,paper,2025,14,0.4383
PAP910,paper,2025,14,0.3233
PAP911,paper,2025,8,0.3522
PAP912,paper,2024,3,0.6005
PAP913,paper,2024,3,0.6861
PAP914,paper,2025,8,0.6084
PAP915,paper,2024,3,0.4128
PAP916,paper,2025,3,0.5427
PAP917,paper,2025,3,0.5057
PAP918,paper,2025,14,0.5079
PAP919,paper,2025,3,0.434
PAP920,paper,2025,1,0.4071
PAP921,paper,2025,3,0.5942
PAP922,paper,2025,3,0.4505
PAP923,paper,2024,11,0.3993
PAP924,paper,2025,8,0.4075
PAP925,paper,2025,3,0.4038
PAP926,paper,2024,3,0.4914
PAP927,paper,2025,1,0.3229
PAP928,paper,2024,3,0.4372
PAP929,paper,2025,3,0.2314
PAP930,paper,2024,8,0.6195
PAP931,paper,2025,3,0.472
PAP932,paper,2025,14,0.5255
PAP933,paper,2025,8,0.6284
PAP934,paper,2025,3,0.3419
PAP935,paper,2024,14,0.195
PAP936,paper,2025,3,0.3273
PAP937,paper,2025,3,0.5997
PAP938,paper,2025,3,0.3714
PAP939,paper,2025,3,0.432
PAP940,paper,2025,8,0.6396
PAP941,paper,2025,3,0.5938
PAP942,paper,2025,8,0.4522
PAP943,paper,2025,3,0.588
PAP944,paper,2025,3,0.3747
PAP945,paper,2025,8,0.516
PAP946,paper,2025,8,0.6873
PAP947,paper,2025,8,0.2969
PAP948,paper,2025,8,0.2267
PAP949,paper,2025,3,0.3955
PAP950,paper,2025,3,0.5295
PAP951,paper,2025,3,0.5564
PAP952,paper,2025,8,0.3222
PAP953,paper,2025,8,0.432
PAP954,paper,2025,8,0.3723
PAP955,paper,2025,8,0.4216
PAP956,paper,2025,14,0.4485
PAP957,paper,2025,14,0.2235
PAP958,paper,2025,3,0.3739
PAP959,paper,2025,8,0.6226
PAP960,paper,2025,3,0.6948
PAP961,paper,2025,3,0.8286
PAP962,paper,2025,8,0.4079
PAP963,paper,2025,3,0.4877
PAP964,paper,2025,3,0.4361
PAP965,paper,2025,14,0.461
PAP966,paper,2025,3,0.7738
PAP967,paper,2025,8,0.3814
PAP968,paper,2025,3,0.4476
PAP969,paper,2025,8,0.7078
PAP970,paper,2025,8,0.5047
PAP971,paper,2024,8,0.3499
PAP972,paper,2025,3,0.5866
PAP973,paper,2024,8,0.362
PAP974,paper,2025,8,0.68
PAP975,paper,2024,3,0.4588
PAP976,paper,2024,8,0.7467
PAP977,paper,2024,3,0.3713
PAP978,paper,2025,11,0.4226
PAP979,paper,2025,8,0.4065
PAP980,paper,2025,3,0.4415
PAP981,paper,2025,8,0.6488
PAP982,paper,2024,3,0.3655
PAP983,paper,2025,8,0.2694
PAP984,paper,2025,3,0.468
PAP985,paper,2025,3,0.5955
PAP986,paper,2025,8,0.4799
PAP987,paper,2025,8,0.3083
PAP988,paper,2025,3,0.5688
PAP989,paper,2025,3,0.6441
PAP990,paper,2025,3,0.3656
PAP991,paper,2025,8,0.4943
PAP992,paper,2025,8,0.4899
PAP993,paper,2025,8,0.5312
PAP994,paper,2025,14,0.3536
PAP995,paper,2025,11,0.397
PAP996,paper,2025,3,0.6202
PAP997,paper,2025,8,0.5854
PAP998,paper,2025,8,0.4363
PAP999,paper,2025,8,0.5239
PAP1000,paper,2024,11,0.4393
PAP1001,paper,2024,3,0.6029
PAP1002,paper,2024,11,0.4656
PAP1003,paper,2024,3,0.4966
PAP1004,paper,2024,8,0.3869
PAP1005,paper,2024,3,0.4768
PAP1006,paper,2024,3,0.7522
PAP1007,paper,2024,5,0.3702
PAP1008,paper,2024,8,0.4183
PAP1009,paper,2024,5,0.2451
PAP1010,paper,2024,8,0.3962
PAP1011,paper,2024,3,0.5455
PAP1012,paper,2023,3,0.4226
PAP1013,paper,2024,8,0.4583
PAP1014,paper,2024,8,0.3261
PAP1015,paper,2024,8,0.4269
PAP1016,paper,2024,3,0.6345
PAP1017,paper,2024,3,0.5871
PAP1018,paper,2023,14,0.3265
PAP1019,paper,2024,3,0.6316
PAP1020,paper,2024,3,0.3246
PAP1021,paper,2024,11,0.2495
PAP1022,paper,2024,3,0.3715
PAP1023,paper,2023,8,0.3494
PAP1024,paper,2024,3,0.5869
PAP1025,paper,2024,11,0.3462
PAP1026,paper,2023,8,0.5684
PAP1027,paper,2024,3,0.4679
PAP1028,paper,2024,8,0.3948
PAP1029,paper,2024,8,0.6534
PAP1030,paper,2024,8,0.5062
PAP1031,paper,2024,3,0.2673
PAP1032,paper,2024,3,0.3469
PAP1033,paper,2024,3,0.5441
PAP1034,paper,2024,3,0.6377
PAP1035,paper,2024,3,0.5024
PAP1036,paper,2024,3,0.5952
PAP1037,paper,2024,14,0.6435
PAP1038,paper,2024,3,0.3064
PAP1039,paper,2024,8,0.5519
PAP1040,paper,2024,3,0.5316
PAP1041,paper,2024,8,0.5524
PAP1042,paper,2024,14,0.4224
PAP1043,paper,2024,14,0.5213
PAP1044,paper,2024,3,0.4758
PAP1045,paper,2023,8,0.3917
PAP1046,paper,2024,3,0.2916
PAP1047,paper,2024,14,0.4282
PAP1048,paper,2024,3,0.5452
PAP1049,paper,2024,8,0.3524
PAP1050,paper,2024,3,0.3306
PAP1051,paper,2024,8,0.417
PAP1052,paper,2024,3,0.4019
PAP1053,paper,2024,8,0.3908
PAP1054,paper,2023,3,0.3607
PAP1055,paper,2024,14,0.566
PAP1056,paper,2024,3,0.4416
PAP1057,paper,2023,8,0.4027
PAP1058,paper,2024,8,0.4657
PAP1059,paper,2024,8,0.4999
PAP1060,paper,2024,3,0.6245
PAP1061,paper,2024,3,0.471
PAP1062,paper,2024,14,0.3987
PAP1063,paper,2024,14,0.6794
PAP1064,paper,2024,8,0.3978
PAP1065,paper,2024,8,0.5102
PAP1066,paper,2024,3,0.3742
PAP1067,paper,2024,14,0.4622
PAP1068,paper,2024,8,0.4396
PAP1069,paper,2024,3,0.4658
PAP1070,paper,2024,8,0.3731
PAP1071,paper,2024,3,0.4269
PAP1072,paper,2024,8,0.5968
PAP1073,paper,2024,8,0.3329
PAP1074,paper,2024,3,0.4805
PAP1075,paper,2024,3,0.6598
PAP1076,paper,2023,8,0.3461
PAP1077,paper,2024,3,0.3381
PAP1078,paper,2023,3,0.3086
PAP1079,paper,2024,3,0.2383
PAP1080,paper,2024,3,0.3779
PAP1081,paper,2024,3,0.5628
PAP1082,paper,2024,3,0.4833
PAP1083,paper,2024,3,0.5368
PAP1084,paper,2024,3,0.3285
PAP1085,paper,2024,8,0.5182
PAP1086,paper,2024,3,0.5079
PAP1087,paper,2024,8,0.3446
PAP1088,paper,2024,3,0.3634
PAP1089,paper,2024,8,0.3554
PAP1090,paper,2024,3,0.437
PAP1091,paper,2024,8,0.4916
PAP1092,paper,2024,11,0.3658
PAP1093,paper,2024,8,0.4408
PAP1094,paper,2024,8,0.4326
PAP1095,paper,2024,3,0.4762
PAP1096,paper,2024,3,0.6753
PAP1097,paper,2024,8,0.3417
PAP1098,paper,2024,3,0.6111
PAP1099,paper,2024,8,0.3746
PAP1100,paper,2024,3,0.352
PAP1101,paper,2024,14,0.4047
PAP1102,paper,2023,8,0.6208
PAP1103,paper,2024,14,0.4574
PAP1104,paper,2024,14,0.4099
PAP1105,paper,2024,8,0.6371
PAP1106,paper,2024,3,0.4617
PAP1107,paper,2024,3,0.3442
PAP1108,paper,2024,14,0.3504
PAP1109,paper,2023,14,0.3694
PAP1110,paper,2024,14,0.3279
PAP1111,paper,2023,8,0.5204
PAP1112,paper,2024,8,0.4867
PAP1113,paper,2024,8,0.6414
PAP1114,paper,2024,8,0.576
PAP1115,paper,2024,11,0.3477
PAP1116,paper,2024,3,0.496
PAP1117,paper,2023,6,0.2074
PAP1118,paper,2024,3,0.6642
PAP1119,paper,2024,7,0.4163
PAP1120,paper,2024,14,0.4928
PAP1121,paper,2023,3,0.5783
PAP1122,paper,2024,3,0.3974
PAP1123,paper,2023,3,0.6345
PAP1124,paper,2024,8,0.5228
PAP1125,paper,2024,8,0.2583
PAP1126,paper,2024,3,0.6365
PAP1127,paper,2023,3,0.3251
PAP1128,paper,2024,3,0.4267
PAP1129,paper,2024,3,0.6656
PAP1130,paper,2024,3,0.6408
PAP1131,paper,2024,11,0.3843
PAP1132,paper,2024,3,0.3031
PAP1133,paper,2024,3,0.6079
PAP1134,paper,2023,14,0.6334
PAP1135,paper,2024,3,0.454
PAP1136,paper,2024,8,0.4724
PAP1137,paper,2024,3,0.3041
PAP1138,paper,2023,3,0.6231
PAP1139,paper,2024,3,0.5236
PAP1140,paper,2024,8,0.4834
PAP1141,paper,2024,3,0.4603
PAP1142,paper,2024,3,0.3938
PAP1143,paper,2024,3,0.4948
PAP1144,paper,2024,3,0.3312
PAP1145,paper,2023,3,0.5303
PAP1146,paper,2024,3,0.4012
PAP1147,paper,2024,8,0.3742
PAP1148,paper,2024,14,0.4366
PAP1149,paper,2024,3,0.6946
PAP1150,paper,2024,8,0.5262
PAP1151,paper,2024,14,0.5911
PAP1152,paper,2024,3,0.6605
PAP1153,paper,2024,3,0.4324
PAP1154,paper,2024,14,0.4073
PAP1155,paper,2024,3,0.3698
PAP1156,paper,2024,3,0.3523
PAP1157,paper,2024,3,0.3842
PAP1158,paper,2024,11,0.2707
PAP1159,paper,2024,3,0.3296
PAP1160,paper,2024,3,0.4106
PAP1161,paper,2024,3,0.2864
PAP1162,paper,2024,3,0.3992
PAP1163,paper,2024,3,0.3284
PAP1164,paper,2024,3,0.3549
PAP1165,paper,2024,3,0.5474
PAP1166,paper,2024,14,0.3578
PAP1167,paper,2024,3,0.4573
PAP1168,paper,2024,8,0.5873
PAP1169,paper,2024,3,0.5732
PAP1170,paper,2024,3,0.4977
PAP1171,paper,2024,3,0.4536
PAP1172,paper,2024,8,0.4049
PAP1173,paper,2024,14,0.3121
PAP1174,paper,2024,8,0.4699
PAP1175,paper,2024,3,0.4567
PAP1176,paper,2024,14,0.6772
PAP1177,paper,2023,3,0.4588
PAP1178,paper,2024,3,0.4471
PAP1179,paper,2024,3,0.3191
PAP1180,paper,2024,6,0.4109
PAP1181,paper,2024,3,0.5676
PAP1182,paper,2024,8,0.4729
PAP1183,paper,2024,3,0.7534
PAP1184,paper,2024,14,0.3736
PAP1185,paper,2024,3,0.3607
PAP1186,paper,2024,8,0.4845
PAP1187,paper,2023,3,0.5935
PAP1188,paper,2024,3,0.5682
PAP1189,paper,2024,14,0.4443
PAP1190,paper,2024,5,0.3004
PAP1191,paper,2024,11,0.2579
PAP1192,paper,2024,14,0.4528
PAP1193,paper,2024,3,0.4663
PAP1194,paper,2024,8,0.5364
PAP1195,paper,2024,14,0.5389
PAP1196,paper,2024,3,0.6331
PAP1197,paper,2024,1,0.3089
PAP1198,paper,2024,11,0.3553
PAP1199,paper,2024,14,0.5317
PAP1200,paper,2024,8,0.3996
PAP1201,paper,2024,3,0.4217
PAP1202,paper,2024,3,0.3783
PAP1203,paper,2024,3,0.3832
PAP1204,paper,2024,14,0.5243
PAP1205,paper,2024,3,0.7226
PAP1206,paper,2024,14,0.3917
PAP1207,paper,2024,3,0.4993
PAP1208,paper,2024,3,0.3636
PAP1209,paper,2024,14,0.3301
PAP1210,paper,2024,3,0.6145
PAP1211,paper,2024,3,0.5709
PAP1212,paper,2024,8,0.7127
PAP1213,paper,2024,3,0.5393
PAP1214,paper,2024,3,0.3822
PAP1215,paper,2024,3,0.715
PAP1216,paper,2024,3,0.465
PAP1217,paper,2024,14,0.3026
PAP1218,paper,2024,14,0.6334
PAP1219,paper,2024,3,0.2469
PAP1220,paper,2024,14,0.3774
PAP1221,paper,2024,14,0.2539
PAP1222,paper,2024,3,0.4735
PAP1223,paper,2024,3,0.4762
PAP1224,paper,2023,8,0.5369
PAP1225,paper,2024,3,0.5339
PAP1226,paper,2024,3,0.4006
PAP1227,paper,2024,3,0.6565
PAP1228,paper,2024,8,0.5728
PAP1229,paper,2024,8,0.651
PAP1230,paper,2024,3,0.3733
PAP1231,paper,2024,3,0.2884
PAP1232,paper,2024,3,0.3198
PAP1233,paper,2024,8,0.6517
PAP1234,paper,2024,3,0.6596
